"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Germany","Couple","9.2","Superb","1 May 2014","Best price performance ratio","Cleaning staff came quite early in the morning and already has almost entered the room, although we were still present.","","Top Preis Leistungs Verhältnis","Reinigungs Personal kam morgens schon recht früh und hat beinahe das Zimmer betreten, obwohl wir noch anwesend waren.","",
"Anonymous","Germany","Couple","7.5","Good","29 April 2014","Very good value for money, rooms are big enough, good location for ubahn","WLAN absolutely overpriced! also at the bar very high prices.
It would be nice if the walls are repainted again in the rooms, it acts partly a bit worn","","Sehr gutes Preis-Leistungsverhältnis, Zimmer ausreichend groß, gute lage zur ubahn","WLAN absolut überteuert! auch an der Bar sehr hohe Preise.
Es wäre schön wenn die Wände in den Zimmern wieder neu gestrichen werden, es wirkt teilweise etwas abgewohnt","",
"Anonymous","Germany","Family","7.9","Good","29 April 2014","Location, breakfast","Room service was not very thorough.","","Lage, Frühstück","Zimmerservice war nicht sehr gründlich.","",
"Anonymous","Norway","Couple","7.1","Good","28 April 2014","","Expensive internet","","","Dyrt internett","",
"Anonymous","Germany","Couple","8.8","Fabulous","28 April 2014","Very friendly staff, very good access to public. Transport, good breakfast, quiet location","","","Sehr freundliches Personal, sehr gute Anbindung an öffentl. Verkehrsmittel, gutes Frühstück, ruhige Lage","","",
"Anonymous","Germany","Family","9.2","Superb","28 April 2014","Warm welcome, very good storage just steps to the subway station. The pedestrian area of ​​Wilmersdorf is in close approximation there definitely times in Cafe Extra leaf advantage of the breakfast buffet (we had booked the hotel without breakfast, Cafe -Leistung- great price ratio!)
The hotel is modern and for a city break I ideal-would book again!","The room has only one window left click & quot; tilt & quot; provide, more windows could be opened only by request. For this, there was air conditioning in the room.","","Netter Empfang, sehr gute Lage- nur wenige Schritte bis zur U-Bahn Haltestelle. Die Fußgängerzone von Wilmersdorf liegt in unmittelbarer Nähe- dort auf jedenfall mal im Cafe Extrablatt das Frühstücksbuffet nutzen ( wir hatten das Hotel ohne Frühstück gebucht, im Cafe super Preis -Leistung- Verhältnis! )
Das Hotel ist modern gestaltet und für einen Städtetrip ideal- ich würde wieder buchen!","Im Zimmer ließ sich nur ein Fenster auf "kipp" stellen, weitere Fenster konnten  nur nach Anfrage geöffnet werden. Dafür gabs eine Klimaanlage im Zimmer.","",
"Anonymous","Mexico","Couple","10","Exceptional","28 April 2014","Almost everything in this hotel is favorable. It is comfortable, has good facilities, the staff is knowledgeable and attentive, the quality and quantity of food is highly satisfactory, the location is very good and the price is appropriate.","The WiFi is charged separately and is very expensive. If not for that detail, the service of this hotel would be perfect.","","Casi todo en este hotel es favorable. Es cómodo, tiene buenas instalaciones, el personal es eficiente y atento, la calidad y cantidad de los alimentos es altamente satisfactoria, la ubicación es muy buena y el precio resulta conveniente.","El WiFi se cobra aparte y es muy caro. De no ser por ese detalle, el servicio de este hotel sería perfecto.","",
"Anonymous","Germany","Couple","5.8","Okay","27 April 2014","","Rooms are quite small
Air conditioning did not work
Beds terribly soft and the mattresses have always moved","","","Zimmer sind ziemlich klein
Klimaanlage hat nicht funktioniert
Betten furchtbar weich und die Matratzen haben sich immer verschoben","",
"Anonymous","Germany","Couple","8.3","Very good","27 April 2014","The staff was very friendly","The beds were just too narrow Us
And the mattress is too soft
Otherwise, everything was ok","","Das Personal war sehr freundlich","Uns waren lediglich die Betten zu schmal
Und die Matratzen zu weich
Ansonsten war alles ok","",
"Anonymous","Germany","Family","7.9","Good","27 April 2014","ideal location (metro, baker, supermarket, snacks right around the corner)
-modern device, well-preserved furniture
- Very good equipment (hairdryer, kettle, tv)
Tip: do not book breakfast, but go to the bakery","to expensive breakfast
tableware in the room not very clean","","ideale lage (u-bahn,bäcker,supermarkt,imbisse gleich um die ecke)
-moderne einrichtung, gut erhaltene möbel
- sehr gute ausstattung (föhn,wasserkocher,fernseher)
tipp: kein frühstück buchen, sondern zur bäckerei gehen","zu teures frühstück
-geschirr im zimmer nicht besonders sauber","",
"Anonymous","Germany","Group of friends","5.8","Okay","27 April 2014","","The desire for an additional pillow was not fulfilled.","","","Der Wunsch nach einem Zusatzkissen wurde nicht erfüllt.","",
"Anonymous","Germany","Couple","9.6","Exceptional","27 April 2014","Amenities of the rooms, large bathroom, subway station very close, Breakfast","The room was very hot, air conditioning did not work","","Ausstattung der Zimmer, großes Bad, U-Bahn Station sehr nahe, Frühstück","Im Zimmer war es sehr heiß, Klimaanlage hat nicht funktioniert","",
"Anonymous","Switzerland","Group of friends","6.3","Pleasant","27 April 2014","Very central, but it has very stunk on the road
- Breakfast buffet was fine","Reception staff:
Unfortunately, questions or Beantstandungen were always pushed to colleagues, which is very unprofessional came over us. Even the simplest questions (such as whether the meeting room is currently being used), did not answer us. A big minus for the non-professional staff.",""," Sehr zentral, jedoch hat es an der Strasse sehr gestunken
- Frühstücksbuffet war in Ordnung"," Personal an der Rezeption:
Leider wurden Fragen oder Beantstandungen immer an Kollegen weitergeschoben, was uns sehr unprofessionell rüber kam. Auch die einfachsten Fragen (wie, ob das Sitzungszimmer zurzeit belegt ist), konnte uns nicht beantwortet werden. Ein dickes Minus für das nicht gut geschulte Personal.","",
"Anonymous","Belgium","Couple","7.5","Good","25 April 2014","","The little smiling staff","","","Le personnel peu souriant","",
"Anonymous","Germany","Group of friends","6.7","Pleasant","23 April 2014","Good location and price","No door between the bathroom and bedroom. Incomprehensible what the designer wanted to achieve.","","Gute Lage und Preis","Keine Tür zwischen Badezimmer und Schlafzimmer. Unverständlich was der Designer damit erreichen wollte.","",
"Anonymous","Finland","Group of friends","8.8","Fabulous","23 April 2014","Perfect location, the airport bus stop near the metro station as well. Shopping needs in the Wilmersdorf Arkadien / shopping street begins a few steps away from the hotel.
Buffeaamiainen plentiful and varied. Room simple, clean and reasonably sized. Bathroom / shower room modern and clean. City tourism hotel in every way suitable.","","","Sijainti erinomainen, lentokenttäbussin pysäkki lähellä samoin metroasema. Shoppailusta kiinnostuneille Wilmersdorfin Arkadien/ostoskatu alkaa muutaman askeleen päässä hotellista. 
Buffeaamiainen runsas ja monipuolinen. Huone yksinkertainen, siisti ja kohtuullisen kokoinen.  Kylpyhuone/suihku nykyaikainen ja siisti.  Kaupunkimatkailuun hotelli kaikinpuolin sopiva.","","",
"Anonymous","Germany","Couple","8.3","Very good","23 April 2014","Breakfast has everything you need, is centrally located to a metro - station.","","","Frühstück hat alles was man braucht, liegt sehr zentral an einer U - Bahnstation .","","",
"Anonymous","Netherlands","Couple","7.1","Good","22 April 2014","Good check in. Neat will be answered","No lounge chairs in the room","","Goede check in. Netjes te woord gestaan","Geen relaxstoelen op de kamer","",
"Anonymous","Bulgaria","Group of friends","9.2","Superb","22 April 2014","Convenient location, close to transport links and also quiet. Good conditions for that price.","WiFi is expensive, television is a poor choice of channels, the bathroom is a little narrow, the windows do not open fully.","","Удобно местоположение, близо до връзки с транспорта и същевременно тихо и спокойно.  Добри условия за тази цена.","WiFi е скъп, телевизията е с беден избор от канали, банята е малко тясна, прозорците не се отварят напълно.","",
"Anonymous","Germany","Couple","7.5","Good","20 April 2014","","It should be on the breakfast tables possibly even a few buckets for waste","","","Es sollten auf den Frühstückstischen evtl auch noch ein paar eimer für den Abfall stehen","",
"Anonymous","Finland","Couple","5.8","Okay","20 April 2014","Location between two metro line. Close to shops and restaurants.","The staff, soundproofing.","","Sijainti kahden metrolinjan varrella. Lähellä kauppoja ja ravintoloita.","Henkilökunta, äänieristys.","",
"Anonymous","Sweden","Family","9.6","Exceptional","20 April 2014","Fantastic breakfast. Great location near the U-bahn. Fresh modern rooms.","","","Fantastisk frukost. Bra läge nära U-bahn. Fräscha moderna rum.","","",
"Anonymous","Netherlands","Couple","5.8","Okay","19 April 2014","The extensive breakfast. Really anything you want to eat your breakfast there.","The dining options in the immediate area. The uninviting entry. The hall.","","Het uitgebreide ontbijt. Echt alles wat je maar wilt eten met je ontbijt is er.","De eetgelegenheden in de directe omgeving. De ongezellige binnenkomst. De hal.","",
"Anonymous","Germany","Family","7.5","Good","18 April 2014","good breakfast buffet, friendly staff","Price for the dog","","gutes Frühstücksbuffet, freundliches Personal","Preis für den Hund","",
"Anonymous","Netherlands","Couple","7.5","Good","18 April 2014","breakfast and excellent location","somewhat small pillows, but not really a problem","","ontbijt en locatie uitstekend","ietwat kleine kussens, maar niet echt een probleem","",
"Anonymous","Belgium","Couple","7.5","Good","17 April 2014","Good location for our stay. Easy conection transport and bus directly to Tegel Airport.","The size of the room was less than usual. The column in the middle of the room necessary for the reinforcement of the structure was a little
annoying for facillité motion.","","Bonne location pour notre séjour.  Facilité de conection de transport et ligne de bus directement à l'aéroport de Tegel.","La taille de la chambre était moins de l'habitude.  La colonne au milieu de la chambre nécessaire pour le renforcement de la structure était un peu
génant pour la facillité de mouvement.","",
"Anonymous","Germany","Couple","7.9","Good","17 April 2014","Very courteous staff. Very quiet hotel room. U - Bahn on the doorstep.","The beds. Very narrow and uncomfortable.","","Sehr zuvorkommendes Personal. Sehr ruhiges Hotelzimmer. U - Bahn vor der Tür.","Die Betten. Sehr schmal und ungemütlich.","",
"Anonymous","Germany","Group of friends","8.3","Very good","17 April 2014","rich and very well presented breakfast buffet
- Immediate situation to the underground
- Quiet rooms
- Value for money very good for a city break","",""," reichhaltiges und sehr gut präsentiertes Frühstücksbuffet
- unmittelbare Lage zur U-Bahn
- ruhige Zimmer
- Preis-Leistung für einen  Städtekurztrip sehr gut","","",
"Anonymous","Austria","Group of friends","7.9","Good","16 April 2014","The hotel's location is ideal. A subway is close by, the links to Tegel Airport is excellent.
The breakfast is very rich and good.
An optimal hotel for city breaks.","Wifi connection it is not free.","","Die Lage des Hotels ist optimal. Eine U-BAhn ist in unmittelbarer Nähe, die Anbindung zum Flughafen Tegel ist hervorragend.
Das Frühstück ist sehr reichhaltig und gut.
Ein optimales Hotel für Städtereisen.","Wlan Verbindung gibt es leider nicht kostenfrei.","",
"Anonymous","Poland","Couple","9.6","Exceptional","16 April 2014","good location, friendly, helpful staff, clean cozy room, electric kettle and cups for tea / coffee in the room.","In addition, paid access to wi-fi (approx. 10 euros / day).","","dobra lokalizacja, miła, pomocna obsługa, czysty przytulny pokój, czajnik elektryczny i kubki do kawy/herbaty w pokoju.","Dodatkowo płatny dostęp do wi-fi (ok. 10 euro/dzień).","",
"Anonymous","Austria","Group of friends","7.1","Good","15 April 2014","Directly at subway station Bismarck Street.
Quiet room.
Nice staff","Wifi costs! (Almost 12 EUR per day !!!)
A little bit cleaner could have been there.","","Direkt bei U-Bahnhaltestelle Bismarckstraße.
Ruhiges Zimmer.
Nettes Personal","Wlan kostenpflichtig! (fast 12 EUR pro Tag!!!)
Ein kleines bisschen sauberer hätte es sein können.","",
"Anonymous","Austria","Group of friends","8","Very good","13 April 2014","Very well maintained, modern hotel, great value for money !!","No free WiFi in the rooms","","Sehr gepflegtes, modernes Hotel, top Preis-Leistungsverhältnis!!","Kein freies W-Lan in den Zimmern","",
"Anonymous","Germany","Couple","7.5","Good","12 April 2014","Net Personal, gute Lage","Something soundproof room","","Nettes Personal, gute Lage","Etwas hellhörige Zimmer","",
"Anonymous","Germany","Couple","8.3","Very good","10 April 2014","Very good value for money, good access to public transport,","Parking is not plentiful but 200 M away Operas Theatre parking is cheaper and covered!","","Sehr gute Preis Leistung, gute Anbindung an öffentliche Verkehrsmittel ,","Parkplätze nicht ausreichend vorhanden aber 200 M entfernt Opern Theater Parkhaus ist günstiger und überdacht !","",
"Anonymous","Italy","Couple","9.2","Superb","10 April 2014","Room was clean, spacious and the bathroom likewise. Located in a residential area close to the pedestrian area and just a few meters from the metro station.","Wi-fi for a fee","","Camera pulita, spaziosa e bagno altrettanto. Posizionato in una zona residenziale vicino ad un'area pedonale e a pochi metri dalla fermata della metro.","Wi-fi a pagamento","",
"Anonymous","France","Couple","10","Exceptional","9 April 2014","location, good price / quality ratio","not understanding neither German nor English, no effort was made to communicate.","","la situation géographique , bon rapport qualité/prix","ne comprenant pas ni l'allemand ni l'anglais , aucun effort a été fait pour communiquer.","",
"Anonymous","Germany","Family","7.9","Good","9 April 2014","We were already for the second time since that has the reason that for us everything was fine.","","","Wir waren schon zum zweiten Mal da, das hat den Grund daß für uns alles gepasst hat.","","",
"Anonymous","Russia","Couple","8.8","Fabulous","8 April 2014","arrived at the hotel at 11 am. read in a review that in advance of any
15 00 do not inhabit, so just leave a bag counting and
go for a walk. but it turned out that the room was ready and I was settled.
the room was spacious, with ottoman and chair (although in a review read
complaints about the lack of chairs). location is indeed very
successful.the reception was and Russian-speaking girl. In general, a hotel
loved. safely could stay there a second time and
reccomend to your friend.","vayfay expensive, but with this I have encountered in other countries, so that
apparently this is the norm in Europe :)","","приехала в отель в 11 утра. читала в отзывах, что раньше положенных
15 00 не заселят, поэтому рассчитывала просто оставить чемодан и
пойти гулять. но оказалось, что комната уже готова и меня заселили.
номер оказался просторный, с пуфиком и креслом (хотя в отзывах читала
жалобы на отсутствие стульев). местоположение, действительно, очень
удачное. на ресепшене была и русскоговорящая девушка. в общем, отель
очень понравился. смело могла бы остановиться там второй раз и
рекомендовать знакомым.","вайфай дороговат, но с этим я сталкивалась и в других странах, так, что
видимо в европе это норма:)","",
"Anonymous","Germany","Couple","9.2","Superb","6 April 2014","Good location, all very new, good breakfast, everything was very professional.","The mattresses are so thick that one rocks it like on the high seas. In the courtyard is already noised morning very early with any of these carts.","","Gute Lage, alles schön neu, gutes Frühstück, alles sehr professionell.","Die Matratzen sind so dick, dass man darauf schaukelt wie auf hoher See. Im Hof wird morgens schon sehr früh mit irgendwelchen Karren gelärmt.","",
"Anonymous","Germany","Solo traveller","6.7","Pleasant","6 April 2014","Hotel location
O.k. Value","No mini bar in the room","","Lage des Hotels
Preis-Leistungsverhältnis o.k.","Keine Mini-Bar auf dem Zimmer","",
"Anonymous","Belgium","Solo traveller","7.5","Good","5 April 2014","Room with no frills but necessary.","","","Chambre sans chichis mais avec le nécessaire.","","",
"Anonymous","Germany","Couple","9.2","Superb","3 April 2014","Location
modern room","","","Lage
modernes Zimmer","","",
"Anonymous","Germany","Solo traveller","7.1","Good","3 April 2014","Very good location to subway, very handy Everything","find no staircase. Elevator ride is oppressive","","Lage sehr gut zu U-Bahn, Alles sehr praktisch","keine Treppe zu finden. Fahrstuhl fahren ist beklemmend","",
"Anonymous","Czech Republic","Couple","9.6","Exceptional","2 April 2014","Clean and quiet hotel situated in a quiet neighborhood with excellent access to the necessary shops and services in the immediate vicinity.
The metro stop 100m, free joint transfer to the city or to the bus station (ZOB Berlin).","Breakfast and Wi-Fi for high fee.
But there is no problem to go for breakfast in the area and in the lobby are two computers with internet access.","","Čistý a tichý hotel ležící v klidné čtvrti a s perfektní dostupností potřebných obchodů a služeb v bezprostředním okolí hotelu.
Na zastávku metra 100m, spoj bez přestupu až do centra, nebo na autobusové nádraží (ZOB Berlín).","Snídaně a Wi-Fi za vysoký poplatek.
Není však problém zajít na snídani v okolí a v hale hotelu jsou dva počítače s internetem.","",
"Anonymous","Spain","Couple","6.7","Pleasant","1 April 2014","Das Personal
Die Lage
Ruhig","in the room was a very strong musty smell.
Little sitting (with two people)","","Das Personal
Die Lage
Ruhig","im  Zimmer war ein sehr starker muffiger Geruch.
Wenig Sitzmöglichkeit (bei zwei Personen)","",
"Anonymous","Poland","Couple","9.6","Exceptional","1 April 2014","","No Free access to WI-FI in the room.","","","Kein kostenloser Zugang zu WI-FI in dem Zimmer.","",
"Anonymous","Netherlands","Group of friends","8.8","Fabulous","1 April 2014","breakfast and friendliness, but also helpfulness of the staff.","Little warm and small room, but that should really have no name.","","ontbijt en vriendelijkheid, maar ook behulpzaamheid van het personeel.","Beetje warme en kleine kamer, maar dat mag echt geen naam hebben.","",
"Anonymous","Netherlands","Couple","7.1","Good","1 April 2014","Price / quality","No free wifi ...","","Prijs/kwaliteit","Geen gratis wifi...","",
"Anonymous","Germany","Solo traveller","7.5","Good","1 April 2014","","11.90 EUR for 24h-Fi access! I find this absolutely incredible, especially since the Internet was catastrophic slowly.
Definitely a reason to avoid this otherwise good hotel.","","","11,90 EUR für 24h WLAN Zugang! Das finde ich absolut unglaublich, zumal das Internet katastrophal langsam war.
Definitiv ein Grund, dieses ansonsten gute Hotel zu meiden.","",
"Anonymous","Germany","Couple","9.2","Superb","31 March 2014","Very tasty breakfast, and out easily. Very courteous staff unobtrusive friendly","","","Sehr leckeres Frühstück, ein und auschecken problemlos. Sehr zuvorkommendes Personal unaufdringlich freundlich","","",
"Anonymous","Germany","Couple","8.3","Very good","31 March 2014","The breakfast buffet was plentiful and very tasty.
Hotel is centrally located and easily accessible by the subway.","14 Euro parking fees, we found a bit high - perhaps there should be a relay, if you want to stay in Berlin.","","Das Frühstücksbuffet war reichhaltig und sehr lecker.
Hotel liegt zentral und auch mit der U-Bahn gut zu erreichen.","14 Euro Parkgebühren fanden wir etwas hoch - vielleicht sollte es eine Staffel geben, wenn man länger in Berlin bleiben möchte.","",
"Anonymous","Germany","Couple","6.7","Pleasant","29 March 2014","The price that I could book cheap online. The staff is very nice.","Shower and sink in open space, so no privacy. Very noisy as noisy. Road traveled much, and in Berlin is like honking. Parking not available at the door, because you have to have great luck and parking at the hotel costs 14 €.","","Der Preis, da ich online günstig buchen konnte. Das Personal ist sehr nett.","Dusche und Waschbecken im offenen Raum, somit keine Privatsphäre. Sehr laut, da hellhörig. Straße stark befahren, und in Berlin wird gern gehupt. Parkplatz vor der Tür nicht möglich, da muss man großes Glück haben und Parken beim Hotel kostet 14 €.","",
"Anonymous","Germany","Couple","8.3","Very good","29 March 2014","The openness and flexibility of the staff.","","","Die Aufgeschlossenheit, Freundlichkeit und Flexibilität des Personals.","","",
"Anonymous","Belgium","Solo traveller","8.3","Very good","29 March 2014","It is a well run hotel, ideally located with vrriendelijke and helpful staff.","The cleaning of the rooms occurred late. The room was not ready at 2:30.","","Het is een goed gerund hotel, ideal gelegen met een vrriendelijke en hulpvaardige staf.","Het schoonmaken van de kamers gebeurde laat.  De kamer was nog niet klaar om 2.30.","",
"Anonymous","Germany","Solo traveller","7.9","Good","28 March 2014","beautiful modern bathroom, modern furniture, low price, shopping environment including bakers. staff","despite the new building barely silencing the side street;
Call of the staff in the early morning (wrong number)","","schönes modernes Bad, moderne Einrichtung, niedriger Preis, Einkaufsmöglichkeiten im Umfeld inkl. Bäcker; hilfsbereites Personal","trotz neuem Gebäude kaum Schalldämpfung zur Nebenstraße;
Anruf des Personals am frühen Morgen (verwählt)","",
"Anonymous","Austria","Couple","8.8","Fabulous","27 March 2014","Reception staff very friendly and courteous staff!","","","An der Rezeption sehr freundliche und zuvorkommende Mitarbeiter!","","",
"Anonymous","Germany","Group of friends","9.2","Superb","26 March 2014","The proximity to the train station, shopping","The very soft bed","","Die Nähe zum Bahnhof, Einkaufsmöglichkeiten","Das sehr weiche Bett","",
"Anonymous","Germany","Couple","9.2","Superb","26 March 2014","very nice staff, good rooms","to expensive breakfast","","sehr nettes Personal, gute Zimmer","zu teures Frühstück","",
"Anonymous","Turkey","Solo traveller","9.6","Exceptional","25 March 2014","I chose because it was close to the opera house. Fiya according to quality of service, the neighborhood and saw that it was very good transport facilities. Clean, comfortable, good facilities rich breakfast.","","","Opera binasına yakın olduğu için tercih ettim. Fiyaına göre hizmet kalitesinin, bulunduğu semtin ve ulaşım olanaklarının çok iyi olduğunu gördüm. Temiz, rahat, kahvaltısı zengin iyi bir tesis.","","",
"Anonymous","Germany","Couple","10","Exceptional","25 March 2014","The staff was great, very accommodating and nice. Room size ok for short trip, buffet breakfast delicious and good variety.","The light in the bathroom was too dark!","","Das Personal war Spitze, sehr zuvorkommend und nett. Zimmergrösse für Kurzreise ok, Frühstücksbüffet lecker und gute Auswahl.","Das Licht im Badezimmer war zu dunkel!","",
"Anonymous","Germany","Couple","8.3","Very good","25 March 2014","Breakfast, cleanliness, location, friendliness and operation of the entire staff","Very soft mattresses without any lateral support on the bed frame, no free internet in the room, 14 € per day for parking.","","Frühstück, Sauberkeit, Lage des Hotels, Freundlichkeit und Arbeitsweise des gesamten Personals","Sehr weiche Matrazen ohne jeglichen Seitenhalt auf dem Bettgestell, kein freies Internet auf dem Zimmer, 14€ pro Tag für den Parkplatz.","",
"Anonymous","Germany","Couple","7.1","Good","25 March 2014","Central location Charlottenburg; ideal for exploring the city. Direct metro connection. We were totally satisfied with service and cleanliness.","No defects, but things that would make your stay more enjoyable:
First lighting over the sink too dark
Only 2 hard-boiled eggs for breakfast. Change is not possible; is justified by regulations. Too bad that is not responding to customer requests here.","","Zentrale Lage Charlottenburg; ideal für Erkundungen in der Stadt. Unmittelbare U-Bahn-Anbindung. Wir waren mit Service und Sauberkeit voll zufrieden.","Keine Mängel, jedoch Dinge, die den Aufenthalt noch angenehmer machen würden:
1. Beleuchtung über dem Waschbecken zu dunkel
2. Nur hart gekochte Eier zum Frühstück. Änderung nicht möglich; wird mit Vorschriften begründet. Schade, dass hier nicht auf Kundenwünsche reagiert wird.","",
"Anonymous","Italy","Couple","10","Exceptional","25 March 2014","Great hotel area a bit 'out but with Metro Station, 100 meters from the hotel, the hotel is situated in a nice area with shops and restaurants","Wi fi connection fee!","","Ottimo hotel, zona un po' fuori ma con fermata della metro a 100 mt dall'hotel, l'albergo è situato in una bella zona con negozi e ristoranti","Wi fi a pagamento!","",
"Anonymous","Austria","Couple","8.3","Very good","25 March 2014","Staff is very friendly, clean rooms and good breakfast","Wlan prices","","Personal ist sehr freundlich, saubere Zimmer und gutes Frühstück","Wlan Preise","",
"Anonymous","Italy","Couple","9.6","Exceptional","25 March 2014","The proximity to the metro station, the clean, bright and quiet rooms.","The price of breakfast. However, in front of the hotel there are bakeries where you can have breakfast with cappuccino and brioches in pennies.","","La vicinanza alla fermata della metro, la pulizia, le camere luminose e silenziose.","Il prezzo della colazione. Tuttavia, di fronte all'hotel ci sono panifici che dove si possono fare colazioni con cappuccino e brioches a pochi spiccioli.","",
"Anonymous","Germany","Solo traveller","7.5","Good","19 March 2014","friendly staff, very good breakfast, good public transport, clean and modern","Parking situation very poorly","","freundliche Bedienung, sehr gutes Frühstück, gute Verkehrsanbindung, sauber und modern","Parksituation sehr schlecht","",
"Anonymous","Italy","Couple","7.9","Good","19 March 2014","kindness and helpfulness of the staff","poor cleaning of curtains, lack of dell'antibagno door and wi-fi for a fee (expensive)","","gentilezza e disponibilità dello staff","scarsa pulizia delle tende, mancanza della porta dell'antibagno e wi-fi a pagamento (caro)","",
"Anonymous","Germany","Couple","8.8","Fabulous","18 March 2014","Design","","","Design","","",
"Anonymous","Germany","Couple","7.5","Good","18 March 2014","Breakfast was very good","Double room separate mattresses diverging
Room doors slam loudly","","Frühstück war sehr gut","Doppelzimmer getrennte Matratzen die auseinandergehen
Zimmertüren knallen lautstark zu","",
"Anonymous","Poland","Solo traveller","10","Exceptional","18 March 2014","very nice hotel, clean, well maintained and modern. The same positive experience.","","","bardzo przyjemny hotel, czysty zadbany i nowoczesny. Same pozytywne wrażenia.","","",
"Anonymous","Germany","Couple","7.1","Good","17 March 2014","","Were on the upper beds still see the hairs of our previous tenants - that must not occur simply","","","Auf dem Oberbetten waren noch die Haare unserer Vormieter zu sehen - dass darf einfach nicht vorkommen","",
"Anonymous","Germany","Couple","10","Exceptional","16 March 2014","super Hotel, tolle Lage, alles top!","","","super Hotel, tolle Lage, alles top!","","",
"Anonymous","Germany","Couple","7.5","Good","16 March 2014","Clean albeit small room with sophisticated bath solution. Location just outside, but public within walking distance. Nice and competent staff. Great breakfast buffet with a huge selection!","","","Sauberes wenn auch kleines Zimmer mit durchdachter Bad-Lösung. Lage etwas außerhalb, aber Öffentliche in Laufweite. Nettes und kompetentes Personal. Super Frühstücksbuffet mit riesen Auswahl!","","",
"Anonymous","Germany","Couple","9.6","Exceptional","15 March 2014","Location, friendly staff, room facilities, Modern, Super generous breakfast buffet","Double beds without proper bed frame, thus the mattress always slide apart","","Lage, freundliches Personal, Ausstattung der Zimmer, Modern, Super großzügiges Frühstücksbuffett","Doppelbetten ohne richtigen Bettrahmen, dadurch rutschen die Matratzen immer auseinander","",
"Anonymous","Germany","Group of friends","9.2","Superb","15 March 2014","","There are no stairs available, only the elevators were slow in coming is always long.","","","Es sind keine Treppen vorhanden, nur Aufzüge die immer lang auf sich warten ließen.","",
"Anonymous","Germany","Group of friends","8.3","Very good","15 March 2014","Location, room ambience,
Quiet, great breakfast","lustloser Barkeeper","","Lage,Zimmer-Ambiente,
Ruhe,Super-Frühstück","lustloser Barkeeper","",
"Anonymous","Germany","Couple","7.5","Good","14 March 2014","All the best. I get here again and again from you.","","","Alles Bestens. Ich steige hier immer wieder gerne ab.","","",
"Anonymous","Spain","Couple","8.3","Very good","13 March 2014","Its modern decor, cleanliness and location","We did not have water in the bath sisterna","","Su decoracion moderna, limpieza y su ubicacion","Que no teniamos agua en la sisterna del baño","",
"Anonymous","Italy","Group of friends","8.8","Fabulous","13 March 2014","Hotel very clean and comfortable, just minutes from downtown.
I would definitely recommend it, especially as it is great value for money.","","","Hotel molto pulito e confortevole, a pochi minuti dal centro.
Sicuramente mi sento di consigliarlo, visto anche l'ottimo rapporto qualità-prezzo.","","",
"Anonymous","Slovenia","Solo traveller","5.8","Okay","13 March 2014","favorable location
- Rich breakfast samopotrežni
- Cleanliness of rooms","'Unfriendly' staff (maids are never welcomed, some were bitter recepctorji)
- Poor Internet performance despite the costly extra charge",""," ugodna lega
- bogat samopotrežni zajtrk
- čistoča v sobah"," ''neprijazno'' osebje (sobarice niso nikoli pozdravile, nekateri recepctorji so bili osorni)
- slabo delovanje interneta kljub dragemu doplačilu","",
"Anonymous","Russia","Solo traveller","8.8","Fabulous","12 March 2014","The convenient location. Near the metro station to the center 20 minutes. The room has a tea in the lobby has 2 computers with free internet access. Comfortable bed, clean cleaned.","In net number minibar.","","Удачное расположение. Рядом станция метро, до центра 20 минут. В номере есть чайник, в холле есть 2 компьютера с бесплатным доступом в интернет. Удобная кровать, убираются чисто.","В номере нет минибара.","",
"Anonymous","Germany","Couple","9.2","Superb","12 March 2014","Fully equipped sufficient. Very friendly staff. At the cleanliness could not be faulted","Unfortunately we had a room on the street lying. The traffic noise was very strong and annoying.","","Völlig ausreichend ausgestattet. Sehr freundliches personal. An der sauberkeit war nichts auszusetzen","Leider hatten wir ein zimmer zur straße liegend. Der verkehrslärm war schon sehr stark und nervig.","",
"Anonymous","Belgium","Group of friends","7.9","Good","12 March 2014","Availability of staff","Internet overpriced and queue computers lobby","","Disponibilité du personnel","Internet beaucoup trop cher et file d'attente aux ordinateurs du lobby","",
"Anonymous","Netherlands","Couple","7.5","Good","11 March 2014","Central ligging plate meter.","Nothing","","Centrale ligging tav metro.","Niets","",
"Anonymous","Netherlands","Solo traveller","9.2","Superb","7 March 2014","ALLES OKE","NO FREE WIFI","","ALLES OKE","GEEN GRATIS WIFI","",
"Anonymous","Spain","Solo traveller","7.5","Good","6 March 2014","ALL GOOD.","","","TODO BIEN.","","",
"Anonymous","Germany","Couple","9.2","Superb","5 March 2014","Friendly and competent staff, pleasant atmosphere, good location, quiet room, very good fruehstuechsbuffer with organic products","Paid WiFi is stone age.","","Freundliches und kompetentes personal, angenehme athmosphaere, gute lage, ruhiges zimmer, sehr gutes fruehstuechsbuffer auch mit bioprodukten","Gebuehrenpflichtiges wifi ist steinzeit.","",
"Anonymous","Germany","Group of friends","7.5","Good","4 March 2014","good value for money,
Service was good, room very quiet.","","","gutes Preis-Leistungsverhältnis,
Service war gut, Zimmer sehr ruhig.","","",
