"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Germany","","6.7","Schön,teuer,eiskalt","14 September 2014","Great location, Great decor","Overpriced hotel bar
Rooms were temperature-wise very cold, ice cold bathroom floor,
Hotel car park can only be reached via a car elevator, which only works for small cars","","Tolle Lage, Tolle Einrichtung","Hotelbar überteuert
Zimmer waren temperaturmäßig sehr kalt, Badzimmer eiskalter Fußboden,
Hotelparkhaus kann nur über einen Autofahrstuhl erreicht werden,welcher nur für Kleinwagen funktioniert","",
"Anonymous","Germany","","7.5","Zentral gelegen","11 September 2014","Location","","","Lage","","",
"Anonymous","Germany","","7.9","Tolles Hotel","10 September 2014","Central location","","","Zentrale Lage","","",
"Anonymous","Germany","","8.8","Tolle Lage, nettes Personal","4 September 2014","Fact that we got a quiet room and were able to move easily in a room with a larger mattress after one night. The staff was very nice and courteous, always helpful.","The price of breakfast","","Dass wir ein ruhiges Zimmer bekommen haben und nach einer Nacht problemlos in ein Zimmer mit einer größeren Matratze umziehen konnten. Das Personal war sehr nett und zuvorkommend, immer hilfsbereit.","Der Preis des Frühstücks","",
"Anonymous","Germany","","7.1","stylisches Stadthotel - praktisch + gut - Superlage","2 September 2014","only a few steps to Kuhdamm, good beds, sauna use until midnight,","","","nur ein paar Schritte zum Kuhdamm, gute Betten,  Saunanutzung bis Mitternacht,","","",
"Anonymous","Germany","","10","alles toll, Frühstück ist zu einfach","2 September 2014","der Rest","The breakfast is too simple and the selection is very limited.","","der Rest","Das Frühstück ist zu einfach und die Auswahl ist sehr limited.","",
"Anonymous","Italy","","7.5","Good","2 September 2014","breakfast","room especially the bathroom","","colazione","camera soprattutto il bagno","",
"Anonymous","Netherlands","","7.9","Leuk hotel, de kamer was ruimer dan verwacht en goede locatie. De kamers zagen er gezellig uit.","31 August 2014","Was within walking distance of dining, Kurfurtstendamm and a metro station. It was nice that it was possible to use the sauna.","The reception was the last day momentarily unattended, just as we had been standing there since our flight was later in the day and we had all that was a bit annoying, but five minutes later, again staff back our suitcases. Staff was friendly. In addition there is deposit on my credit card is taken in addition to the room rate, this has not been reported previously. I have the deposit have just recovered nicely.","","Lag op loopafstand van eetgelegenheden, Kurfurtstendamm en een metrostation. Het was fijn dat het mogelijk was gebruik te maken van de sauna.","De receptie was de laatste dag heel even onbemand, juist toen wij onze koffers er hadden staan omdat onze vlucht later op de dag was en wij al hadden  dat was wel even vervelend, maar 5 minuten later kwam er alweer personeel terug. Personeel was wel vriendelijk. Daarnaast is er borg op mijn creditcard ingehouden bovenop de kamerprijs, dit is niet van tevoren gemeld. Ik heb de borg wel gewoon netjes teruggekregen.","",
"Anonymous","South Korea","","10","최고의 호텔!","23 August 2014","The room was clean and stylish design is quite wider.","No apparent improvement is that I do not have to.","","깨끗하고 디자인도 세련되었으며 방은 꽤 넓었습니다.","딱히 개선해야할 점은 모르겠습니다.","",
"Anonymous","Denmark","","2.5","Intet værelse ved ankomst ....","20 August 2014","","There was no room even though I was with the booking number and booking, no help from staff, no offer of another hotel, never again this incompetent place.","","","Der var intet værelse selvom jeg stod med booking nummer og reservation, ingen hjælp fra personale, intet tilbud om andet hotel, aldrig mere dette inkompetente sted.","",
"Anonymous","Germany","","7.9","Sehr zentral am Kuhdamm","19 August 2014","Welcome and service are exemplary, parking, supermarkets and bakery in the neighborhood","Hotel car park was full unfortunately, is indeed a public. Car park next door, but without Access, Andy Warhol have to really like - he stares from all walls;-)","","Empfang und Service sind vorbildlich, Parkmöglichkeit, Supermärkte und Bäckerei in der Umgebung","Hotel-Parkhaus war leider voll, zwar ist ein öffentl. Parkhaus nebenan, allerdings ohne Hotelzugang, Andy Warhol muss man wirklich mögen - er starrt von allen Wänden ;-)","",
"Anonymous","Germany","","10","Berlin ist immer eine Reise wert","12 August 2014","Rooms completely matched our needs. Quiet and comfortable.
The decor is modern and everything was clean.","Toilet paper holders not practical, does not match the rest of its features.","","Zimmer entsprach voll und ganz unseren Wünschen. Ruhig und bequem. 
Die Einrichtung ist modern und alles war sauber.","Toilettenpapierhalter nicht praktisch, passt nicht zur übrigen Ausstattung.","",
"Anonymous","Austria","","9.2","Superb","30 July 2014","Style of Rooms","","Ladies and gentlemen, thank you that you were our guest and for taking the time for an assessment. We are very pleased to see that we met your expectations in price-performance, service, cleanliness and location and sharing your assessment happy with our team.","Style der Zimmer","","Sehr geehrte Damen und Herren, vielen Dank, dass Sie unser Gast waren und sich Zeit für eine Beurteilung genommen haben. Es freut uns sehr zu sehen, das wir Ihre Erwartungen an Preis-Leistung, Service, Sauberkeit und Lage erfüllt haben und teilen Ihre Einschätzung gerne mit unserem Team.",
"Anonymous","Netherlands","","9.6","Exceptional","27 July 2014","All","Nothing","","Alles","Niets","",
"Anonymous","Czech Republic","","8.8","Fabulous","27 July 2014","Friendly staff, cleanliness, good access to the city center (sehr nettes Personal, Sauberkeit, in der Nähe vom Stadtzentrum)","Soft mattresses (Weiche Matratze)","","Vstřícný personál, čistota, dobrá dostupnost do centra města (sehr nettes Personal, Sauberkeit, in der Nähe vom Stadtzentrum)","Měkká matrace (weiche Matratze)","",
"Anonymous","Germany","","9.6","Exceptional","11 July 2014","+ Great design rooms
+ Great location
+ Favorable price","The bathroom floor was always wet and cold!","Dear Ladies and Gentlemen,
Thank you for your stay. Your positive review we were very happy. We are happy to be sharing with our team and discuss your also point to the floor in the bathroom. It will help us, our services and improve on it.","+ Tolle Design-Zimmer
+ super Lage
+ günstiger Preis","Der Boden im Bad war immer feucht und kalt!","Sehr geehrte Damen und Herren, 
vielen Dank für Ihren Aufenthalt. Ihre positive Bewertung hat uns sehr gefreut. Gerne werden wir Sie mit unserem Team teilen und auch Ihren Punkt zum Boden im Badezimmer besprechen. Es wird uns helfen, unsere Leistungen weiter zu verbesseren.",
"Anonymous","Germany","","9.2","Superb","10 July 2014","Our goals were a good starting point. Within walking distance to Kuhdamm and U.Bahn no problem. Eating out too late, according Musical else is near possible. We would definitely come back.","","Ladies and gentlemen, thank you for your very positive review and for your kind words. We are pleased to see that you have felt faint and we hope to have a guest again soon.","Unsere Ziele hatten einen guten Ausgangspunkt. Fussläufig zum Kuhdamm und zur U.Bahn kein Problem. Essen gehen auch spät, nach Musical noch in der Nähe möglich. Wir kommen gerne wieder.","","Sehr geehrte Damen und Herren, vielen Dank  für Ihre durchweg positive Beurteilung und für Ihre freundlichen Worte. Es freut uns zu sehen, dass Sie siech wohlgefühlt haben und wir hoffen, Sie bald wieder zu Gast zu haben.",
"Anonymous","Germany","","7.5","Good","5 July 2014","Room and location","","Ladies and gentlemen, thank you very much your stay in our home. It has been a pleasure to have you completely satisfied with the location and the service. We hope you will visit us bakld wiedre.","Zimmer und Lage","","Sehr geehrte Damen und Herren, vielen Dank Ihren Aufenthalt in unserem Hause. Es hat uns sehr gefreut, Sie mit der Lage und dem Service vollständig zufrieden gestellt zu haben. Wir hoffen, Sie werden uns bakld wiedre besuchen.",
"Anonymous","Germany","","7.5","Good","1 July 2014","","Room too small","Dear Sirs, vielenb you for your stay with us and the time you have taken for the assessment. It has been a pleasure to have you completely satisfied with our situation. More so, we regret to have not reached the price-performance ratio. Referring to your comment about the room size, we want to our different categories and thus indicate different room sizes. Nevertheless, we're sorry to have not met your expectations.","","Zimmer zu klein","Sehr geehrte Damen und Herren, vielenb Dank für Ihren Aufenthalt bei uns und der Zeit die Sie sich für die Beurteilung genommen haben. Es hat uns sehr gefreut, Sie mit unserer Lage vollständig überzeugt zu haben. Um so mehr bedauern wir, dies mit dem Preis-Leistungsverhältnis nicht erreicht zu haben. Bezug nehmend zu Ihrer Anmerkung der Zimmergröße, möchten wir auf unsere unterschiedlichen Kategorien und somit unterschiedlichen Zimmergrößen hinweisen. Dessen ungeachtet, tut es uns Leid, Ihren Erwartungen nicht entsprochen zu haben.",
"Anonymous","Germany","","6.3","Pleasant","18 June 2014","","No hangers in the bathroom","","","Keinerlei Aufhängevorrichtungen im Bad","",
"Anonymous","Poland","","7.1","Good","14 June 2014","Good location, average breakfast, lack of air conditioning in the room. Perfect hotel for a break in traveling or for 1-2 days. Priced very good","","","Dobra lokalizacja, śniadanie średnie, brak klimatyzacji w pokoju.  Idealny hotel na przerwe w podroży badz na 1-2 dni. Cenowo bardzo dobry","","",
"Anonymous","Austria","","7.1","Good","12 June 2014","Sonst alles ok","Bad war Eiskalt","Dear Guest, thank you for your stay with us and our services reviews. We are very pleased that the performance of our employees you have fully convinced. More so, we regret to have not fully convinced in the fields of service and comfort and will gladly use your guidance in our employee training. We hope to welcome you again soon.","Sonst alles ok","Bad war eiskalt","Sehr geehrte Gäste, vielen Dank für Ihren Aufenthalt bei uns und der Beurteilungen unser Leistungen. Wir freuen uns sehr, dass die Leistungen unserer Mitarbeiter Sie voll überzeugt haben. Um so mehr bedauern wir, Sie in den Bereichen Service und Komfort nicht voll überzeugt zu haben und werden Ihre Anhaltspunkte gerne in unseren Mitarbeitertrainings nutzen. Wir hoffen, Sie erneut bald wieder begrüßen zu dürfen.",
"Anonymous","Austria","","7.5","Good","10 June 2014","Regarding the location is not bad, since both S and U-Bahn is just minutes away on foot.
Breakfast Buffet: for everyone's taste but for 15 € per person despite overnight no bargain!","Very small, minimalist style room! !","For your stay in our hotel and for your review, we would like to thank you. We are pleased to have fully complied with the cleanliness of your expectations. We would be happy to share your rating and your helpful comments with our team and evaluate. It is our endeavor to improve our services and our product continuously and we hope to be able to prove that on your next visit.","Hinsichtlich der Lage nicht schlecht, da sowohl S- als auch U-Bahn in wenigen Minuten zu Fuß erreichbar. 
Frühstücksbuffet: für jeden Geschmack etwas dabei jedoch für 15€ pro Person trotz Nächtigung kein Schnäppchen!","Sehr kleines und minimalistisch eingerichtetes Zimmer! !","Für Ihren Aufenthalt in unserem Haus und für Ihre Bewertung möchten wir uns bei Ihnen bedanken. Es freut uns, mit der Sauberkeit Ihren Erwartungen voll entsprochen zu haben. Gerne werden wir Ihre Bewertung und Ihre hilfreichen Kommentare mit unserem Team teilen und auswerten. Es ist unser Bestreben, unsere Leistungen und unser Produkt stetig zu verbessern und wir hoffen, Ihnen dass bei Ihrem nächsten Besuch beweisen zu können.",
"Anonymous","Germany","","7.9","Good","5 June 2014","Friendly staff,
good facilities,
central location","Main road in front of the house","Thank you for visiting our hotel and for your positive review of our services. We are pleased to have you convinced with our value for money and we thank you for your kind words about our staff, the facilities and the location. We would soon be welcoming you again.","Freundliches Personal,
gute Hotelausstattung,
zentrumsnahe Lage","Hauptverkehrsstraße direkt vor dem Haus","Vielen Dank für den Besuch unseres Hauses und für Ihre positive Beurteilung unserer Leistungen. Es freut uns, Sie mit unserem Preis-Leistungs-Verhältnis überzeugt zu haben und wir danken Ihnen für Ihre freundlichen Worte zu unserem Personal, der Ausstattung und der Lage. Gerne würden wir Sie bald wieder bei uns begrüßen dürfen.",
"Anonymous","Germany","","5.4","Passable","5 June 2014","The staff is friendly and courteous.
The location of the hotel is very good and the Kurfürstendamm in a few minutes.","The room was very run normally. The bed and furniture were significantly signs of wear.
In addition, in the room was a strange smell that did not go away by air.","Thank you for your stay in our house. We are pleased that our staff and good locations have left a positive impression on you. It regrets us, you not being able to convince in all areas so. Your experiences we will share with our team and get us to improve our product and our services further and to work at the high standard we have set ourselves. We hope to prove this to you at a further stay.","Das Personal ist freundlich und zuvorkommend.
Die Lage des Hotels ist sehr gut und der Kurfürstendamm in wenigen Minuten erreichbar.","Das Zimmer war sehr heruntergewohnt. Das Bett und die Möbel wiesen erhebliche Verschleißspuren auf. 
Zudem war in dem Zimmer ein eigenartiger Geruch, der auch durch Lüften nicht verschwand.","Vielen Dank für Ihren Aufenthalt in unserem Haus. Wir freuen uns, dass unser Personal und unsere gute Lagen einen positiven Eindruck bei Ihnen hinterlassen haben. Es bedauert uns, Sie nicht in allen Bereichen so überzeugen zu können. Ihre Erfahrungen werden wir mit unserem Team teilen und nutzen um uns, unser Produkt und unsere Leistungen weiter zu verbessern und auf dem hohen Standard zu arbeiten, den wir uns gesetzt haben. Wir hoffen, Ihnen dies bei einem weiteren Aufenthalt beweisen zu können.",
"Anonymous","Germany","","7.9","Good","2 June 2014","Good location, good breakfast, good value for money","","Thank you for choosing our hotel and for taking the time for a short review. We are very pleased to have you convinced with our value for money and our situation. Thank you also for the kind comment for breakfast. We would soon be welcoming you again.","Gute Lage, gutes Frühstück, gutes Preis-Leistungsverhältnis","","Danke dass Sie sich für unser Haus entschieden haben und sich die Zeit für eine  kurze Beurteilung genommen haben. Es freut uns sehr, Sie mit unserem Preis-Leistungs-Verhältnis und unserer Lage überzeugt zu haben. Danke auch für den freundlichen Kommentar zum Frühstück. Gerne würden wir Sie bald wieder bei uns begrüßen dürfen.",
"Anonymous","Russia","","7.5","Good","28 May 2014","Good location, not bad breakfast.","No parking, long-refundable deposit.","","Хорошее расположение, не плохой завтрак.","Парковки нет, долго возвращали депозит.","",
"Anonymous","Austria","","8.3","Very good","26 May 2014","","There was always something at breakfast, that did not work.","Thank you for your stay with us and the positive evaluation of our services. We are pleased to have cleanliness and location completely convinced in the fields, and thank you for your constructive feedback regarding our breakfast service. It will help us to objectively assess our performance to improve ourselves and our work continues. We will gladly share your experience with our team.","","Es war immer was beim Frühstück, das nicht funktioniert hat.","Vielen Dank für Ihren Aufenthalt bei uns und der positiven Beurteilung unserer Leistungen. Wir freuen uns, Sie in den Bereichen Sauberkeit und Lage vollständig überzeugt zu haben und danken Ihnen für Ihr konstruktives Feedback zu unserem Frühstücksservice. Es wird uns helfen, unsere Leistungen objektiv einzuschätzen, um uns und unsere Arbeit weiter zu verbessern. Gerne werden wir Ihre Erfahrungen mit unserem Team teilen.",
"Anonymous","Switzerland","","5","Passable","26 May 2014","","Breakfast was not worth the money. Breakfast would have been better and cheaper outside.","Thank you for staying with us and the time you have taken for evaluation. We will gladly share your experience with our team and incorporate it into the internal analysis of our work. We have set ourselves and regret having not fully convinced very high standards. We hope to welcome you again to convince you of our progress.","","Frühstück war nicht sein Geld wert. Frühstück ausserhalb wäre besser und günstiger gewesen.","Vielen Dank für den Aufenthalt in unserem Haus und der Zeit die Sie sich zur Beurteilung genommen haben. Gerne werden wir Ihre Erfahrungen mit unserem Team teilen und in die interne Analyse unserer Arbeit einfließen lassen. Wir haben uns selbst sehr hohe Standards gesetzt und bedauern, Sie nicht vollständig überzeugt zu haben. Wir hoffen aber, Sie noch einmal begrüßen zu dürfen, um Sie von unseren Fortschritten zu überzeugen.",
"Anonymous","Netherlands","","8.8","Fabulous","16 May 2014","Spacious cheerful rooms","","","Ruime vrolijke kamers","","",
"Anonymous","Germany","","7.5","Good","13 May 2014","the hotel is fußtechnisch near the Uhland Road Metro Station
- It has left a clean and neat impression
- Checking in and out was no problem
- The bar at the entrance has a good staff Servic-","the unabgesprochene wake-up call at 06.30 clock","Thank you for choosing us and for taking the time to review. Your positive comment to our staff and management were very pleased. However, we would like to apologize to you for providing the uninvited wake-up call in due form. Your review will contribute an important part to internal analysis of our work and are shared with our team."," das Hotel liegt fußtechnisch in der Nähe vom U-Bahnhof Uhlandstraße
- es hat einen sauberen und ordentlichen Eindruck hinterlassen 
- das Ein- und Auschecken war problemlos möglich
- die Bar im Eingangsbereich hat ein gutes Servic-Personal"," der unabgesprochene Weckruf um 06.30 Uhr","Vielen Dank, dass Sie sich für uns entschieden haben und sich die Zeit zu einer Beurteilung genommen haben. Ihre positive Anmerkung zu  unseren Mitarbeitern und der Lage haben uns sehr gefreut. Allerdings möchten wir uns bei Ihnen für das Versehen des ungebetenen Weckrufes in aller Form entschuldigen. Auch Ihre Bewertung wird ein wichtiger Teil zur internen Analyse unserer Arbeit beitragen und mit unserem Team geteilt werden.",
"Anonymous","Germany","","8.8","Fabulous","12 May 2014","It was all really good and I highly recommend it.","","Thank you for your positive review and staying with us. We are pleased to have become very meet your expectations and hope to welcome you again and soon.","Es war alles echt gut und ich kann es nur weiterempfehlen.","","Vielen Dank für Ihre positive Beurteilung und dem Aufenthalt in unserem Haus. Es freut uns sehr Ihren Erwartungen gerecht geworden zu sein und hoffen, Sie bald wieder bei und begrüßen zu dürfen.",
"Anonymous","Germany","","6.7","Pleasant","11 May 2014","Breakfast buffet is very rich,
Design,
good location, quickly at bus and subway","1st floor room too loud, Ohropacks had to use for sleep, poor ventilation in the bathroom after the shower, too little counter space in the shower, water only very poorly expired in the sink, room very shabby","Thank you for your stay with us and the time you have taken for the assessment. Your positive comments to the breakfast buffet and the location were very pleased. The more we regret that we could not convince in service and cleanliness. Your experiences we will share with our team and use to optimize ourselves and our work and improve. We hope to prove to you this during a future stay.","Frühstücksbuffet sehr reichhaltig,
Design, 
gute Lage, schnell bei Bus und U-Bahn","Zimmer im 1. Stock viel zu laut, musste Ohropacks verwenden zum schlafen, Lüftung im Bad schlecht nach dem duschen, zu wenig Ablagefläche in der Dusche, Wasser nur sehr schlecht abgelaufen im Waschbecken, Zimmer sehr abgewohnt","Vielen Dank für Ihren Aufenthalt bei uns und der Zeit, die Sie sich für die Beurteilung genommen haben. Ihre positiven Kommentare zum Frühstücksbuffet und zur Lage haben uns sehr gefreut. Umso mehr bedauern wir, dass wir Sie im Bereich Service und Sauberkeit nicht überzeugen konnten. Ihre Erfahrungen werden wir mit unserem Team teilen und nutzen, um uns und unsere Arbeit zu optimieren und zu verbessern. Wir hoffen, Ihnen dies bei einem zukünftigen Aufenthalt beweisen zu können.",
"Anonymous","Poland","","8.8","Fabulous","10 May 2014","Comes with a robe, slippers and towels. Bath (not a shower) and cosmetics. Soft beds, clean linens. Free (complimentary), coffee, tea and hot chocolate. Vayfay free. Good location (near there is even a very good Italian restaurant, which is open until 4 am).In general, all that is needed to stay!","The staff is not very (tupit sometimes), the guy at the front administration in English bast knits.","","В номере есть халат, тапочки, полотенца. Ванна (а не душевая кабина) и косметические средства. Мягкие кровати, чистое постельное белье. Бесплатные (приветственные) кофе, чай и горячий шоколад. Вайфай бесплатный. Хорошее расположение (рядом есть даже итальянский ресторанчик очень хороший, который работает до 4 утра). В общем, все, что необходимо для отдыха!","Персонал не очень (тупит иногда), парень на стойке администрации по-английски лыка не вяжет.","",
"Anonymous","Denmark","","8.3","Very good","8 May 2014","Central placeret i Berlin","Slow elevator (only one)","","Central placeret i Berlin","Langsom elevator (kun én)","",
"Anonymous","Czech Republic","","7.1","Good","23 April 2014","Pleasant atmosphere, a room with a view of the block - the silence","Bugs & quot; do not disturb & quot; at the door, cleaning / ky canceled; Hotel parking can not be used with the car type wagon","","prijemne prostredi, pokoj s vyhledem do bloku - ticho","chybi "do not disturb" na dvere, uklizeci/ky rusi; hotelove parkoviste nelze vyuzit s autem typu kombi","",
"Anonymous","Germany","","5.4","Passable","15 April 2014","The location is good","Mold in the bathroom
Strange hair in the bathtub, still not removed after 2 days","Thank you for your stay with us and for your review. For the non-faultless cleanliness during your stay, we would like to apologize to thank you. Please rest assured that this is by no means meets our own high standards and we will check it accordingly. Your review will be an integral part of our internal performance evaluation and help us continue to improve and optimize. For this, once again thank you. We hope to convince you in a further stay of our actual high standards.","Die Lage ist gut","Schimmel im Bad
Fremdes Haar in der Badewanne, nach 2 Tage immer noch nicht entfernt","Vielen Dank für Ihren Aufenthalt bei uns und für Ihre Beurteilung. Für die nicht einwandfreie Sauberkeit während Ihres Aufenthaltes möchten wir uns recht herzlich bei Ihnen entschuldigen. Bitte seien Sie versichert, dass dies auf keinen Fall unseren eigenen hohen Standards entspricht und wir dies entsprechend prüfen werden. Auch Ihre Bewertung wird ein wesentlicher Teil unserer internen Leistungsauswertung sein und uns helfen, uns weiter zu verbessern und zu optimieren. Dafür noch einmal vielen Dank. Wir hoffen, Sie bei einem weiteren Aufenthalt von unseren eigentlichen hohen Standards überzeugen zu können.",
"Anonymous","Switzerland","","8.3","Very good","11 April 2014","TV fand ich toll ;)","","Thank you for your stay. Your positive assessment made us very happy. That we were able to completely convince in the areas of value and cleanliness in particular. We hope to welcome you again soon.","TV fand ich toll ;)","","Vielen Dank für Ihren Aufenthalt. Ihre positive Beurteilung hat uns sehr gefreut. Insbesondere, dass wir Sie in den Bereichen Preis-Leistung und Sauberkeit vollständig überzeugen konnten. Wir hoffen, Sie bald wieder begrüßen zu können.",
"Anonymous","Germany","","9.2","Superb","16 March 2014","great location
- Nice staff
- Friendly and bright
- Good price-performance ratio","Deduction in bathroom ran consistently in the presence
- Air conditioning is not for everyone","Thank you for your stay and for your review of our services. We are very pleased to have you completely confident in many areas. We would be happy to share this with our team and hope to welcome you soon again."," super Lage
- nettes Personal
- freundlich und hell eingerichtet
- gutes Preis-Leistungsverhältnis"," Abzug in Bad lief in Anwesenheit durchgängig
- Klimaanlage ist nichts für jedermann","Vielen Dank für Ihren Aufenthalt und für Ihre Bewertung unserer Leistungen. Es freut uns sehr, Sie in vielen Bereichen vollständig überzeugt zu haben. Gerne werden wir dies mit unserem Team teilen und hoffen, Sie bald erneut begrüßen zu dürfen.",
"Anonymous","Germany","","6.7","Pleasant","26 February 2014","Good and friendly service at the front desk.","The rooms could even be repainted, the mattresses are very soft. Overall, a 3-star impression is rather mediated.","","Guter und freundlicher Service an der Rezeption.","Die Zimmer könnten einmal neu gestrichen werden, die Matratzen sind sehr weich. Insgesamt wird eher ein 3-Sterne-Eindruck vermittelt.","",
"Anonymous","Germany","","8.3","Very good","19 February 2014","The total package is right.","Exaggerated & quot; safety precautions & quot; (Leave a Safety Check-In - Credit Card or 50 euro / Take the elevator just by showing your room card possible).","","Das Gesamtpaket stimmt.","Übertriebene "Sicherheitsvorkehrungen" (Hinterlegen einer Sicherheit beim Check-In - Kreditkarte oder 50 Euro /Fahren mit dem Fahrstuhl nur durch Vorzeigen der Zimmerkarte möglich).","",
"Anonymous","Austria","","7.5","Good","18 February 2014","Good location, nice room, comfortable bed, a small extra charge gabs late check out to 14 clock room + breakfast","","","Gute Lage, schönes Zimmer, gemütliches Bett, für einen kleinen Aufpreis gabs late check out bis 14 Uhr + zimmerfrühstück","","",
"Anonymous","Germany","","7.5","Good","11 February 2014","","Heating not working in the room.","","","Heizung funktioniert in Zimmer nicht.","",
"Anonymous","Germany","","9.2","Superb","4 February 2014","Friendly and very helpful staff, great location, cozy sauna, kettle in the room. The rooms are cozy and above all sound proof, hygienic and very well maintained.","","","freundliches und sehr hilfsbereites Personal, super Lage, gemütliche Saunalandschaft, Wasserkocher auf dem Zimmer. Die Zimmer sind gemütlich und vor allem schalldicht, hygienisch einwandfrei und top gepflegt.","","",
"Anonymous","Germany","","4.6","Disappointing","19 January 2014","","You have to know that the second set of hand and bath towel is housed in the cabinet due to small storage space in the bathroom
Price / Leistungsverhältni true in any way.
Services available Internet access unsuitable by slow connection.
Room has honest 3 stars","","","Man muss wissen, dass die zweite Garnitur von Hand- und Badtuch im Schrank untergebracht ist aufgrund zu kleiner Ablagemöglichkeiten im Bad
Preis/Leistungsverhältni stimmt in keiner Weise.
Angebotene Internetzugangsmöglichkeit durch langsamen Verbindungsaufbau ungeeignet.
Zimmer hat ehrliche 3 Sterne","",
"Anonymous","Germany","","10","Exceptional","15 December 2013","Chic and modern, very nice and young staff, great location to Kurfürstendamm and public transport,","there is nothing to complain about !!!!!","","Schick und modern, sehr nettes und junges Personal,super Lage zum Kudamm und öffentlichen Verkehrsmitteln,","da gibt es nichts zu meckern !!!!!","",
"Anonymous","Italy","","9.6","Exceptional","6 December 2013","Great location.
Bathroom and shower good.
Great bed.
Tv excellent.","Not very intuitive how to adjust the temperature of the room.","","Posizione ottima.
Bagno e doccia bene.
Letto ottimo.
Tv ottima.","Non molto intuitivo come regolare la temperatura della camera.","",
"Anonymous","Germany","","5","Passable","6 December 2013","","Wi-Fi was so weak that it was practically unusable. The space was given to many small and much less than in the order. The reception is scheduled on the notes only with a shrug.","","","WLAN war so schwach, daß es praktisch nicht nutzbar war. Der Raum war viele zu klein und wesentlich kleiner als in der Bestellung angegeben. Die Rezeption ist auf die Anmerkungen nur mit einem Schulterzucken eingegangen.","",
"Anonymous","Germany","","7.1","Good","26 November 2013","Staff extremely courteous","Grease stains on the carpet and in the bathroom","","Personal äußerst zuvorkommend","Schmierflecken auf dem Teppich und im badezimmer","",
"Anonymous","Germany","","9.2","Superb","22 November 2013","Great hotel in a perfect location - a few minutes to Kurfürstendamm and yet in a quiet side street!","Not recommended breakfast menu (15,00 € per person) - total chaos at the buffet! Since it is recommended to use the many breakfast options in the area. Obviously here but worked predominantly with unskilled apprentices or - very friendly, but unfortunately no index!","","Tolles Hotel in perfekter Lage - wenige Minuten zum Kurfürstendamm und trotzdem in ruhiger Nebenstraße!","Frühstücksangebot (15,00 € pro Person) nicht zu empfehlen - totales Chaos am Büffet! Da empfiehlt es sich die zahlreichen Frühstücksangebote in der Umgebung zu nutzen. Offensichtlich wird hier überwiegend mit Azubis oder aber ungelernten Kräften gearbeitet - sehr freundlich, aber leider auch ohne Übersicht!","",
"Anonymous","Germany","","6.3","Pleasant","8 November 2013","The curtains in our room were filthy. We thought that was very unpleasant. The Include in the bathroom were black (mold)","","","Die Vorhänge in unserem Zimmer waren total verdreckt . Das fanden wir sehr unangenehm . Die Fügen im Bad waren schwarz (Schimmelbefall)","","",
"Anonymous","Sweden","","5.4","Passable","4 November 2013","The room had a balcony and was relatively quiet.","We took an XL room but the extra space was in the hall (ie useless). The room was quite run-down and we did not bath or slippers which we had paid extra for. When I pointed this out to the staff, I got a pretty boring response and not some kind of compensation .. Will not stay here again or recommend the hotel.","","Rummet hade balkong och var relativt tyst.","Vi tog ett XL-rum men den extra ytan var i hallen (alltså meningslös). Rummet var ganska slitet och vi fick inte badkar eller tofflor som vi hade betalat extra för. När jag påpekade detta för personal fick jag ett ganska tråkigt bemötande och inte någon slags kompensation.. Kommer inte att bo här igen eller rekommendera hotellet.","",
"Anonymous","France","","8.8","Fabulous","20 October 2013","no comment","","","no comment","","",
"Anonymous","Germany","","5.4","Passable","19 October 2013","Friendly staff","The rooms were not in good condition. The price of around 100 € per night was more than covered. In the shower there was moldy joining and at the entrance to the bathroom, the carpet was frayed. From 06-07 clock was from the
Backyard to endure construction noise.
All in all I would not book this hotel again.","","Freundliches Personal","Die Zimmer waren in keinem guten Zustand. Der Preis von knapp 100€ pro Nacht war mehr als überzogen. In der Dusche gab es verschimmelte Fügen und im Eingangsbereich zum Bad war der Teppich zerfasert. Ab 06-07 Uhr war aus dem
Hinterhof Baulärm zu ertragen. 
Alles in allem würde ich das Hotel nicht nochmal buchen.","",
"Anonymous","Belgium","","5.4","Passable","16 October 2013","Room nice","Not clean upon entering hotel. Reception / welcome not clean, cared little
- Room was not made up of often very late.","","Kamer mooi"," Helemaal niet proper bij binnenkomst in hotel. Receptie/onthaal niet proper, weinig verzorgd
- kamer werd niet opgemaakt of vaak ook heel laat.","",
"Anonymous","Belarus","","7.5","Good","15 October 2013","Place, staff","","","Место, персонал","","",
"Anonymous","Netherlands","","7.1","Good","12 October 2013","location, decor","air conditioning at room kept us from sleeping","","ligging, inrichting","airco op kamer hield ons uit de slaap","",
"Anonymous","Netherlands","","7.5","Good","2 October 2013","Friendly staff.","","","Vriendelijk personeel.","","",
"Anonymous","Norway","","5.8","Okay","1 October 2013","Location and design","That we got the handicap room, there was a small convenient bathroom with habit everywhere when and after shower.","","Beliggenhet og design","At vi fikk handicap rom, det var et lite praktisk bad med vanen overalt når og etter dusj.","",
"Anonymous","Austria","","7.1","Good","1 October 2013","Location","already quite worn, cleanliness in the bathroom (tub was full of hair)
very noisy","","Lage","bereits ziemlich abgewohnt, Sauberkeit im Bad (Badewanne war voller Haare),
sehr hellhörig","",
"Anonymous","Germany","","10","Exceptional","9 September 2013","No parking for larger cars (combined) in the car park","","","Keine Parkmöglichkeit für größere Autos (Kombi) im Parkhaus","","",
