"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Netherlands","","7.5","Good","10 June 2014","Hotel location, nice breakfast, clean rooms","","","Ligging van het hotel ,prima ontbijt, schone kamers","","",
"Anonymous","Netherlands","","6.3","Pleasant","5 June 2014","Close location to OV. Opened 24h. Friendly staff.","Shown to change the towels but this was not done. The wet towels used hung upon returning back to the heater. In itself, not a disaster but annoying that you have no clean towels, then you might as well book a hostel. Received a couple of times towels where the brown / black spots and hair still attended. Not really fresh. WiFi is not very stable.","","Goede ligging tov OV. 24h geopend. Vriendelijk personeel.","Aangegeven om de handdoeken te verschonen, maar dit werd niet gedaan. De natte gebruikte handdoeken hingen bij terugkomst weer op de verwarming. Op zich geen ramp maar wel vervelend dat je geen schone handdoeken meer hebt, dan kun je net zo goed een hostel boeken. Ook een paar keer handdoeken ontvangen waar de bruine/zwarte vlekken en haren nog op zaten. Niet echt fris. WiFi is niet heel stabiel.","",
"Anonymous","Spain","","7.5","Good","2 June 2014","the Spanish receptionist is very pleasant and efficient.","wifi signal very bad","","la recepcionista española es muy agradable y eficiente.","la señal de wifi muy mala","",
"Anonymous","Austria","","7.9","Good","1 June 2014","friendly staff","WIFI unfortunately very weak","","freundliches Personal","WIFI leider sehr schwach","",
"Anonymous","Czech Republic","","7.9","Good","14 May 2014","We liked that the hotel is near the zoo. And they are also near the business center, so it is not far to the purchase, the nearest supermarket is about 150m away. On the corner is also an excellent restaurant with Argentinian steak, which would also definitely recommend. The hotel itself has no objections, there is a kitchen where you can for 5 euro / day to rent dishes, and we had a room with a desk and a safe to store things. At the bottom of the hotel's café, where you can have tea with the experience we have, unfortunately, we were only in Berlin for 3 days.","The only thing that bothered us is that nearly all of Berlin under renovation, so you could hear drilling and banging in the room, but it is in the center, with some noise must be counted.","","Líbilo se nám, že je hotel blízko ZOO. A také jsou v jeho blízkosti obchodní centra, takže to není daleko na nákup, nejbližší supermarket je asi 150m od hotelu. Na rohu ulice je také výborná restaurace s argentinskými steaky, kterou bychom také určitě doporučili. K samotnému hotelu nemáme výhrady, je zde kuchyňka do které si můžete za 5 euro/den půjčit  nádobí, měli jsme i pokoj se psacím stolem a trezor na úschovu věcí. Ve spodní části hotelu je café, kde si můžete dát čaj zdarma, s tím bohužel zkušenost nemáme, byli jsme v Berlíně pouze na 3 dny.","Jediné co nám vadilo je, že je skoro celý Berlín v rekonstrukci, takže v bylo slyšet vrtání a bouchání až do pokoje, ale je to v centru města, s nějakým hlukem se počítat musí.","",
"Anonymous","Germany","","8.3","Very good","12 May 2014","Easy check-in and check-out, large well appointed room","In the fridge there was mold was not properly cleaned.","","Problemlose An- und Abreise, großes gut ausgestattetes Zimmer","Im Kühlschrank befand sich Schimmel, wurde nicht sauber gereinigt.","",
"Anonymous","Spain","","7.9","Good","10 May 2014","Hotel with good value for money. It has a metro station, 7 minutes and a good combination (the zoo) to 12 minutes, where the Airport Express arrives. Clean rooms with kitchenette, microwave and mini fridge. Friendly staff. Spanish is a very friendly receptionist who helps you with any questions.","","","Hotel con buena relación calidad precio. Tiene una parada de metro a 7 minutos con buena combinacion y otra (la del zoo) a 12 minutos, donde llega el Airport Express. Habitaciones limpias con cocina, microondas y neverita. Personal amable. Hay una recepcionista española muy amable, que te ayuda con cualquier duda.","","",
"Anonymous","Japan","","5.8","Okay","5 May 2014","Quiet because it is a residential area that contains a single from the main road. Kitchen.","I did not use at all of the radio and wifi is weak, speed is slow. It is not suitable for - short-term traveler Since about 15 minutes away from the station.","","メイン道路から一本入った住宅街なので静か。キッチン付き。","wifiの電波が弱いのと、速度が遅いので全然使えなかった。駅から15分くらい離れているので短期旅行者- には向かない。","",
"Anonymous","Netherlands","","7.5","Good","4 May 2014","Neat room with a kettle and microwave. Quiet street.","Internet via wifi was difficult.
Other districts had its atmosphere more my preference.","","Nette kamer met waterkoker en magnetron. Rustige straat.","Internetverbinding via wifi ging moeizaam.
Andere wijken hadden qua sfeer meer mijn voorkeur.","",
"Anonymous","Italy","","10","Exceptional","29 April 2014","Rooms really nice, all the comforts for a holiday also quite long (one week)","","","Camere veramente carine, tutti i comfort per una vacanza anche abbastanza lunga (una settimana)","","",
"Anonymous","Germany","","8.8","Fabulous","27 April 2014","Very friendly and courteous staff; central location between City West and City East at the zoo; spacious rooms; rich breakfast buffet; Reception manned 24 hours. absolutely quiet; good value for money; Kitchenette and fridge in the room","Metro relatively far away (800 m), but bus 200 near the hotel; WiFi connection was newly set up again","","Ausgesprochen freundliches und zuvorkommendes Personal; zentrale Lage zwischen City West und City Ost am Tiergarten; geräumige Zimmer; reichhaltiges Frühstücksbuffet; Rezeption 24 Std. besetzt; absolut ruhig; gutes Preis-Leistungs-Verhältnis; Kochnische und Kühlschrank im Zimmer","U-Bahn relativ weit weg (800 m), aber Bus 200 nahe am Hotel; WiFi-Verbindung war immer wieder neu einzurichten","",
"Anonymous","Germany","","7.5","Good","26 April 2014","10 minutes from the metro. Quiet.","Just had a bed 1.30m wide for both ... really close ...","","A 10 minutos de la parada de metro. Zona tranquila.","Solo teníamos una cama de 1.30m de ancho para los dos... realmente estrecho...","",
"Anonymous","Netherlands","","7.9","Good","24 April 2014","Good value for money
Fine pantry room
Friendly staff","Walking distance to Kurfürstendamm","","Goede prijs-kwaliteit verhouding
Fijne pantry op de kamer
Vriendelijk personeel","Loopafstand naar Kurfürstendamm","",
"Anonymous","Brazil","","8.8","Fabulous","24 April 2014","Td mt bom","","","Td mt bom","","",
"Anonymous","Austria","","5.4","Passable","22 April 2014","The central location and good access to public transportations.","The beds were very heavily worn and the rooms & quot; type Classic & quot; are extremely small. For nearly € 70, - personally I expect more. Since I travel a lot. The breakfast buffet was above average expensive.","","Die Zentrale Lage des Hotels und die gute Anbindung an die Öffentlichen Verkehrsmittel.","Die Betten waren sehr stark durch gelegen und die Zimmer "Typ Classic"sind extrem klein. Für fast € 70,- erwarte ich mir persönlich mehr. Da ich sehr viel reise. Das Frühstücksbuffet war überdurchschnittlich teuer.","",
"Anonymous","Germany","","7.1","Good","22 April 2014","","The double bed was much too small!
120x200 for two people who are a little fülltiger, really tight","","","Das Doppelbett war viel zu klein!
120x200 für 2 Leute die etwas fülltiger sind, wirklich sehr eng","",
"Anonymous","Netherlands","","9.6","Exceptional","18 April 2014","great location; quiet, well-appointed room; helpful staff; pleasant atmosphere; excellent quality / price ratio","nothing disappointed me","","prima ligging; rustige, goed ingerichte kamer; behulpzaam personeel; prettige sfeer; voortreffelijke prijs/kwaliteit verhouding","helemaal niets viel me tegen","",
"Anonymous","Germany","","8.3","Very good","15 April 2014","Central, yet quiet.","","","Zentral, dennoch ruhig gelegen.","","",
"Anonymous","Belgium","","8.8","Fabulous","14 April 2014","Pleasant reception; very rich breakfast; comfortable rooms; bus stop nearby.","Inquire good about the bus system; the person at the reception was not right about this. Group Stick nets for 4-5 people are available on the bus for € 16.5; we paid € 28 at the reception.","","Aangename ontvangst; zeer uitgebreid ontbijt; comfortabele kamers; bushalte vlakbij.","Informeer u goed over het bussysteem; de persoon aan de receptie was hierover niet correct. Groepsticketten voor 4-5 personen zijn verkrijgbaar op de bus voor 16,5 €; we betaalden 28 € aan de receptie.","",
"Anonymous","Germany","","7.5","Good","3 April 2014","The proximity to the KaDeWe, Europa Center, Zoo, Aquarium. Quiet location.
Good bus service for the Brandenburg Gate line 100 and to the Potsdamer Platz line 200 The parking garage with direct access to the hotel. Friendly staff.","no evening bar service at the hotel.","","Die Nähe zum KaDeWe, Europacenter, Zoo, Aquarium. Ruhige Lage.
Gute Busverbindung zum Brandenburger Tor Linie 100 und zum Potzdamer Platz Linie 200. Das Parkhaus mit direktem Zugang zum Hotel. Freundliches Personal.","abends kein Barbetrieb im Hotel.","",
"Anonymous","Germany","","10","Exceptional","23 March 2014","Very nice quiet location but central !!","","","Sehr schöne ruhige Lage und doch zentral !!","","",
"Anonymous","Germany","","9.2","Superb","14 March 2014","The friendly staff, quiet despite a relatively central location, cleanliness, value for money.","Breakfast is not included in the price; the c.10e extra for breakfast, I find very much, since the offer of the quality was not great: the dry bread, cheese and sausage assortment very small.
The free wifi did not work for me at least.","","Das freundliche Personal, Ruhe trotz relativ zentraler Lage, Sauberkeit, das Preis-Leistungsverhältnis.","Das Frühstück ist nicht inklusiv im Preis; die c.10e extra für das Frühstück finde ich sehr viel, da  das Angebot von der Qualität nicht berauschend war: das Brot trocken, Käse- und Wurstsortiment sehr klein. 
Das kostenlose Wlan hat zumindest bei mir nicht funktioniert.","",
"Anonymous","Russia","","7.5","Good","12 March 2014","Location - it is the center of Berlin. Quiet street, we woke in the morning cry of a large colony of sparrows. Having a kitchenette in the room: fridge, MW oven, kettle, cooker with two hobs and a sink.","We arrived early in the morning at 7.10, but we settled exactly at 15.00, as expected. Eight hours on their feet after the trip - it's hard. All the utensils for the kitchen, except for the two tea cups, issued surcharge. Breakfast in Berlin can not cost 11.50 euros per person - there is much less","","Месторасположение - это самый центр Берлина. Тихая улица, нас утром будил крик большой колонии воробьев. Наличие мини-кухни в номере: холодильник, СВ-печь, чайник,  плита с двумя комфорками и мойка.","Мы прилетели рано утром в 7.10, но заселили нас ровно в 15.00, как положено. Восемь часов на ногах после перелета - это тяжело. Вся посуда для кухни, кроме двух чайных чашек,  выдается за дополнительную плату. Завтрак в Берлине не может стоить 11.50 евро на одного человека - там все намного дешевле","",
"Anonymous","Germany","","7.1","Good","2 March 2014","Quiet area, kitchenette, good value for money","","","Ruhige Lage, Kitchenette, gutes Preis-Leistungsverhältnis","","",
"Anonymous","Germany","","7.1","Good","1 March 2014","Price and location great. Free parking from 21-9 Clock and right outside the hotel. Nice staff, clean rooms.","The old carpet and flood water after a shower not so great.","","Preis und Lage super. Kostenlose Parkplätze von 21-9 Uhr und direkt vorm Hotel. Nettes Personal, Zimmer sauber.","Der alte Teppichboden und Wasserflut nach dem Duschen nicht so toll.","",
"Anonymous","Russia","","9.6","Exceptional","24 February 2014","We went in mid-February, the weather in Berlin - a real spring 10 on the street, and dry most of the time it was sunny, although local said it was we were lucky. The hotel has a great location, 15 minutes walk or 1 stop to shoppingovoy Koedam streets, almost all the sights direct from Metro calm quiet street to the hotel.Next to the police station, 2 supermarkets, across from the metro - shopping center KaDeWe. The staff are friendly, smiling and helped with all the issues raised. The room itself is small but has everything you need, clean and comfortable. A large mirror in the bathroom, good water pressure in the shower. The room has a full length mirror that for girls is very convenient.Hanging around reception discount coupons to various attractions and restaurants (although some in Berlin Wellcome Card was profitable). Breakfast is not taken, buying food at the supermarket, or come on the way to the subway in the pastry shop (very delicious pastries!), Close by the way still pizzeria book one time, I liked it.In terms of price-quality - definitely recommend.","In general, liked everything if nitpick - not enough razetki beside the bed, they were just watching TV and the mirror. During our stay and could not connect to the WiFi, although with a friend from the tablet out, but constantly throws and had to re-login. In Berlin, with free Internet in general is problematic.Stairs are closed, if you eat a big company and settled on different floors - will have to wait for the elevator (we never waited more than a minute).","","Ездили в середине февраля, погода в Берлине - настоящая весна, +10 на улице, сухо и большую часть времени было солнечно, хотя местные говорили, что это нам повезло. У отеля отличное расположение, 15 минут пешком или 1 остановка до шоппинговой улицы Кудам, практически все достопримечательности без пересадок, от метро спокойная тихая улица до отеля. Рядом отделение полиции, 2 супермаркета, напротив метро - торговый центр KaDeWe. Персонал доброжелательный, улыбчивый, помог со всеми возникшими вопросами. Сам номер небольшой, но есть все необходимое, чисто и удобно. Большое зеркало в ванне, хороший напор воды в душе. В комнате зеркало в полный рост, что для девушек очень удобно. Около ресепшена висят купоны на скидку в различные достопримечательности и рестораны (правда в некоторые по Берлин Велком Кард было выгоднее). Завтраки не брали, покупали еду в супермаркете или заходили по пути к метро в кондитерскую (очень вкусная выпечка!), рядом кстати еще пиццерия, заказывали один раз, понравилось. По соотношению цены-качества - однозначно советую.","В целом понравилось все, если придираться к мелочам - не хватало разетки около кровати, они были только у телевизора и у зеркала. За все время пребывания так и не смогла подключиться к WiFi, хотя у подруги с планшета получалось, но постоянно выкидывало и приходилось заново логиниться. В Берлине с бесплатным подключением в целом проблематично. Лестницы закрыты, если едите большой компанией и поселят на разных этажах - придется дожидаться лифта (мы ни разу не ждали больше минуты).","",
"Anonymous","Poland","","7.9","Good","22 February 2014","good location, close to the zoo and easy connection to the center, clean and quiet","drogi parking ~15 euro/24h","","dobre położenie, blisko zoo i łatwe połączenie z centrum, czysto i spokojnie","drogi parking ~15 euro/24h","",
"Anonymous","Italy","","8.8","Fabulous","19 February 2014","very clean room, convenient location, 5 min walk from the metro","dimensions of double bed: 1 and a half square","","stanza molto pulita, posizione comoda a 5min a piedi dalla metropolitana","dimensioni del letto matrimoniale: 1 piazza e mezza","",
"Anonymous","Estonia","","6.3","Pleasant","19 February 2014","Location","Booking.com's bid had other images, if the room actually.","","Asukoht","Booking.com-i pakkumise pildid olid teised, kui tuba tegelikult.","",
"Anonymous","Netherlands","","8.3","Very good","10 February 2014","Excellent room for the price
Wifi","Room was rather hot / stuffy
Just lift access to the first floor, we were not afraid to walk away.","","Prima kamer voor de prijs
Wifi","Kamer was nogal warm/benauwd
Enkel lifttoegang, voor de eerste verdieping waren wij niet te beroerd om te lopen.","",
"Anonymous","Germany","","7.9","Good","6 January 2014","Good value for money, friendly staff","Rampaging couple in the next room, what could only be delayed responding initially, because only one person at the front desk.","","Gutes Preis-Leistungsverhältnis, freundliches Personal","Randalierendes Paar im Nachbarzimmer, worauf zunächst nur verzögert reagiert werden konnte, da nur eine einzige Person an der Rezeption.","",
"Anonymous","Italy","","8.8","Fabulous","17 December 2013","Quiet and spacious great room with excellent breakfast in a quiet street","position a little 'O for a visit to the town, although buses are frequent","","ottima camera silenziosa e spaziosa con colazione eccellente in una strada tranquilla","posizione un po' decentrata per la visita alla città, anche se gli autobus sono frequenti","",
"Anonymous","Germany","","8.3","Very good","11 December 2013","Cleanliness, tranquility","very small room","","Sauberkeit, Ruhe","sehr kleines Zimmer","",
"Anonymous","Germany","","7.9","Good","9 December 2013","Good breakfast ...","Priced ... but excessive.","","Gutes Frühstück...","... preislich aber überhöht.","",
"Anonymous","Netherlands","","8.3","Very good","6 December 2013","room well. well stocked fridge which was maintained every day.
excellent breakfast. location very central.
if we want to come in berlin we are definitely going back. but with a bigger bed","there was only one thing against us
fell and that was the size of the bed. We had also ordered two beds on the site. We are both big and then a doubter bit on the small side","","kamer goed. goed gevulde koelkast die iedere dag bijgehouden werd.
uitstekend ontbijt. ligging erg centraal.
als we nog eens in berlijn komen gaan we zeker terug. maar dan wel met een groter bed","er was maar 1 ding wat ons tegen
viel en dat was de maat van het bed. wij hadden ook 2 bedden besteld op de site. wij zijn beide groot en dan is een twijfelaar wat aan de kleine kant","",
"Anonymous","Italy","","5.4","Passable","26 November 2013","It was the only smoking room that we can find. .","The room is devoid of a decent light ... over the lamp that is
only a soft light ... the bed that should be in bed
reality is one and a half ... the staff is not very welcoming.
.A Night we found ourselves locked out of the hotel because the guy
had moved ... after a few minutes it arrived but to wait in the cold
it's never good to go ... before I paid and I would not have provided the
invoice after thinking about it I went to chiedergliela and a first
Once I printed it with an amount of € 0 ... I realize of
error and tell him I notare..la second time just print also
if annoyed enough ...!","","Era l'unica stanza fumatori che siamo riuscite a trovare. .","La camera è sprovvista di una luce decente...oltre la lampada che fa
solo una luce soffusa...il letto che dovrebbe essere matrimoniale in
realtà è a una piazza e mezzo...il personale non è molto accogliente.
.Una notte ci siamo trovati chiusi fuori dall'hotel perché il tizio
si era spostato...dopo qualche minuto è arrivato ma attendere al freddo
non è mai bello...prima di andare ho pagato e non mi hanno fornito la
fattura dopo averci riflettuto sono andata a chiedergliela e una prima
volta me l'ha stampata con un importo di 0 euro...mi accorgo dell
errore e glielo faccio notare..la seconda volta la stampa giusta anche
se abbastanza scocciata...!","",
"Anonymous","France","","8.3","Very good","26 November 2013","Very good quality / price ratio. Excellent Wi-Fi available. Location a bit away from the bustle of Berlin, while generally central. Particularly quiet area.","A little away from public transport. But bus and subway 5 minutes to 10 minutes (on foot).","","Très bon rapport qualité/prix. Excellent Wi-Fi offert. Situation géographique un peu à l'écart de l'agitation berlinoise, tout en étant globalement central. Zone particulièrement calme.","Un peu éloigné des transports en commun. Mais bus à 5 minutes et métro à 10 minutes (à pied).","",
"Anonymous","Canada","","6.7","Pleasant","25 November 2013","","Hello to you
I am a loyal customer of booking.com, usually satisfied, I must say that during my stay in Berlin recently, I was rather disappointed. I chose a hotel on your site (Lutzow) because it was specifically located in the Mitte district of Berlin. While many hotels do not even mention the neighborhood, it stated Mitte ... a selling point because it is the tourist district where I also wanted to be housed. What was my surprise to see that was at the other end of town! Tiergarden ... in the neighborhood. The hotel people have confirmed to me that there was indeed an error and that they would correct the situation. You understand that having only a day and a half, we have not changed hotels but the situation has led us additional costs and inconvenience. After mentioning this error in bookin.com, people in the hotel have changed his tune, claiming to be part of Mitte-Tiergarten district. In short I am disappointed that booking.com lack of objectivity against the company and does not compensate in any way, however small whatsoever, his client. Because we base it happened that booking.com ensures that information it places on its website is accurate and precise.
It's all a question of credibility.Thank you for your attention.
Marie-Josée Taillefer","","","Bonjour à vous
Moi qui suis une fidèle cliente de booking.com, habituellement satisfaite, je dois vous dire que lors de mon séjour à Berlin récemment, j'ai été plutôt déçue. J'avais choisi un hôtel sur votre site (Lutzow) parce qu'il était spécifiquement situé dans le quartier Mitte de Berlin. Alors que plusieurs hôtels ne mentionnaient  même pas le quartier, celui-ci précisait Mitte...un argument de vente parce que c'est le quartier touristique où moi aussi je voulais être logé. Quel fut ma surprise de constater qu'on était à l'autre bout de la ville! ...dans le quartier tiergarden. Les gens de l'hôtel m'ont confirmée qu'il y avait bien une erreur et qu'ils allaient corriger la situation. Vous comprenez que n'ayant qu'une journée et demi, nous n'avons pas changé d'hôtel mais que la situation nous a entrainé des frais supplémentaires et des inconvénients. Âpres avoir mentionné cette erreur chez bookin.com, les gens de l'hôtel ont changé de discours en prétextant faire partie du quartier Mitte-tiergaten. Bref je suis déçue que booking.com manque d'objectivité face à l'entreprise et ne compense pas d'aucune façon, si minime que se soit, sa cliente. Parce qu'on fond, on se fit que booking.com s'assure que les infos qu'elle met sur son site sont exactes et précises.
Tout ça est une question de crédibilité.
Merci de votre attention.
Marie-Josée Taillefer","",
"Anonymous","Germany","","8.8","Fabulous","15 November 2013","The great location and the price.","The bed was getting used to.","","Die Super Lage und der Preis.","Das Bett war Gewöhnungsbedürftig.","",
"Anonymous","Switzerland","","6.3","Pleasant","15 November 2013","The bathroom was clean, although small but well furnished (including well-functioning shower)","The carpet in the room was very unappetizing decorated with ancient stains.","","Das Badezimmer war sauber, zwar kleine aber gut eingerichtet (samt gut funktionierender Brause)","Der Teppich im Zimmer war sehr unappetitlich von uralten Flecken verziert.","",
"Anonymous","Germany","","7.9","Good","9 November 2013","There was even a small kitchen with kettle","The beds were for 2 people
1.40 overall width very stressful, so it to sleep something was missing.","","Es gab sogar eine kleine Küchen mit Wasserkocher","Die Betten waren für 2 Personen 
mit 1,40 gesamt breite sehr anstrengend, so das es an Schlaf etwas fehlte.","",
"Anonymous","Germany","","7.9","Good","7 November 2013","","A hairdryer in the bathroom would be great","","","Ein Fön im Bad wäre super","",
"Anonymous","Germany","","8.3","Very good","4 November 2013","Very friendly and helpful staff
- Well located near the place Wittenberg","Double bed (for 2 persons) rather narrow
- Not very neatly decked Bad
- Tableware (cutlery, pots, etc) for the kitchen daily costs 5 €; I find too expensive",""," Sehr freundliches und hilfsbereites Personal
- in der Nähe des Wittenbergplatzes gut gelegen"," Doppelbett ist (für 2 Personen) ziemlich schmal
- Nicht sehr ordentlich geputztes Bad
- Geschirr (Besteck, Töpfe, etc) für die Kochnische kostet täglich 5€; finde ich zu teuer","",
"Anonymous","Germany","","7.1","Good","29 October 2013","Rich breakfast buffet
- Cleanliness","Rooms on the first floor facing the street too loud. Partly the garage, which has from half past five in the morning peak period",""," Reichhaltiges Frühstücksbuffet 
- Sauberkeit"," Zimmer in der ersten Etage zur Straßenseite zu laut. Teilweise über der Tiefgarage, die ab halb sechs morgens Hochbetrieb hat","",
"Anonymous","Greece","","8.3","Very good","26 October 2013","Very clean and exypiretikotato. Good breakfast. Quiet and clean hotel.","The rooms have a kitchenette, but unfortunately it is useless because there are no utensils (dishes, glasses, etc.) or flatware. I do not understand what is in the kitchen without them.
There is only one elevator in peak hours and is very time consuming to go down one on the ground floor.","","Το προσωπικό είναι ευγενέστατο και εξυπηρετικότατο. Καλό πρωινό. Ήσυχο και καθαρό ξενοδοχείο.","Τα δωμάτια διαθέτουν κουζινάκι αλλά δυστυχώς είναι άχρηστο διότι δεν υπάρχουν ούτε κουζινικά σκεύη (πιάτα, ποτήρια κλπ) ούτε μαχαιροπήρουνα. Δεν καταλαβαίνω τι εξυπηρετεί το κουζινάκι χωρίς αυτά.
Υπάρχει μόνο ένα ασανσέρ και στις ώρες αιχμής είναι έως και πολύ χρονοβόρο να κατέβει κάποιος στο ισόγειο.","",
"Anonymous","Russia","","8.3","Very good","19 October 2013","Attentive staff","The room was missing a hairdryer","","Внимательный персонал","В номере отсутствовал фен","",
"Anonymous","Netherlands","","7.9","Good","18 October 2013","Reasonable price for a good basic hotel facility","","","Schappelijke prijs voor een goede basic hotelfaciliteit","","",
"Anonymous","Belgium","","8.3","Very good","18 October 2013","Excellent free wifi
Excellent breakfast
Very helpful and friendly staff
Quiet, although the situation is very central street near points of interest
Bathroom well equipped","No decoration in the room (white walls) and poor lighting
TV giving only TV channels in German; one or two international news channels would be welcome","","Excellent wifi gratuit
Excellent petit déjeuner
Personnel très serviable et sympathique
Rue calme bien que la situation est très centrale et près de points d'intérêts
Salle de bains bien équipée","Aucune déco dans la chambre (murs blancs) et éclairage insuffisant
TV ne donnant que des chaines de télévision en allemand ; une ou deux chaines internationales d'information seraient bienvenues","",
"Anonymous","Spain","","8.8","Fabulous","15 October 2013","Friendliness of staff","","","La amabilidad del personal","","",
"Anonymous","Germany","","9.6","Exceptional","15 October 2013","Friendliness of staff
central location","","","Freundlichkeit des Personals
zentrale Lage","","",
"Anonymous","Germany","","7.5","Good","6 October 2013","which has a metro stop very close autobusses And, it takes a half hour walk to the square postdame, and has restaurants and cafes close","at some point, the room was not cleaned, towels were not changed and does not have a hall or room to sit alone room, wifi operation is strange, every time you want to use it you have to enter all the data","","que tiene una parada de metro Y autobusses muy cerca, se tarda una media hora en ir andando A la plaza postdame, Y cerca tiene restaurantes Y cafeterias","en algun momento, no limpiaron la habitacion, no cambiaron las toallas Y no tiene un vestibulo O sala donde sentarse, solo la habitacion, el funcionamiento del wifi es extraÑO, cada vez que quieres utilizarlo tienes que introducir todos los datos","",
"Anonymous","France","","7.5","Good","4 October 2013","hearty lunch
easy to reach
cotè to the Tiergarten Park and Zoo","bedding a bit small for 2 people","","petit déj copieux
facile d'accès
à cotè du parc Tiergarten et du Zoo","literie un peu petite pour 2 personnes","",
"Anonymous","Switzerland","Group of friends","8.8","Fabulous","24 September 2013","The location was very good. It was fast at the subway station. It was very central. The hotel was very clean. The rooms were nice as were the rest of the hotel. The staff was friendly.","At the beginning you first not find us in the system, because we were not correct. It was said they have no reservation to this name even though I submitted the reservation confirmation. The second thing has disappointed me that we had chosen when booking with breakfast, but this was not charged in the credit card statement. Although I had selected it ... We had to pay at the end.","","Die Lage war sehr gut. Man war schnell an der U-Bahn Station. Es war sehr zentral. Das Hotel war sehr sauber. Die Zimmer waren schön wie auch der Rest vom Hotel. Das Personal war freundlich.","Am Anfang hat man uns zuerst nicht gefunden im System, weil wir falsch eingetragen waren. Es hiess sie haben keine Reservation auf diesen Namen obwohl ich die Reservationsbestätigung vorgelegt habe. Das 2. was mich entäuscht hat, dass wir bei der Buchung mit Frühstück gewählt hatten, dies wurde aber nicht bei der Kreditkartenabrechnung belastet. Obwohl ich es angewählt hatte...Wir mussten es zum Schluss bezahlen.","",
"Anonymous","Switzerland","Solo traveller","7.9","Good","20 September 2013","The good facilities in the room","The floor was had with great spots.","","Die gute Ausstattung im Zimmer","Der Boden war mit grossen  Flecken gehabt.","",
"Anonymous","Netherlands","Couple","7.5","Good","13 September 2013","Neat cleared in clean room with a clean bathroom","Bed wast not made","","Nette op geruimde schone kamer met een schone badkamer","Bed werdt niet opgemaakt","",
"Anonymous","Germany","Solo traveller","6.3","Pleasant","9 September 2013","Friendliness of staff
at the front desk and in the Restaurante.","strongly shabby Zimmmer,
unangenhmer smell,
torn curtains,
very stained flooring,","","Freundlichkeit des Personals 
an der Rezeption und im Restaurante.","stark abgewohntes Zimmmer,
unangenhmer Geruch,
zerrissene Gardinen,
sehr fleckiger Bodenbelag,","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","8 September 2013","The room was very quiet and clean","Pillow was a non-usable chunks","","Zimmer sehr ruhig und sauber","Kopfkissen war ein unbenutzbarer Klumpen","",
"Anonymous","Germany","Solo traveller","7.9","Good","2 September 2013","Berlin is worth a trip -
a vibrant city with
Flair.","An Indian Restaurant,
where the service was wrong","","Berlin ist eine Reise wert -
eine pulsierende Großstadt mit
Flair.","Ein indisches Restaurant,
wo der Service nicht stimmte","",
"Anonymous","Denmark","Couple","8.3","Very good","15 August 2013","Good and knowledge we have. quiet neighborhood. lovely rooms and a beautiful front yard","Varying quality of the breakfast. That one on top of the hotel price must put 11Eur to park on the street ell. 16EUR in Parkhaus day","","God belliggenhed. roligt kvarter. dejlige værelser og en skøn forhave","Varierende kvalitet på morgenmaden. At man oven i hotelprisen skal lægge 11Eur for at parkere på gaden ell. 16Eur i Parkhaus i døgnet","",
"Anonymous","Germany","Solo traveller","9.2","Superb","15 August 2013","","The bed was not a suitable pallet so that the mattress was too soft","","","la cama no tenía un jergón apropiado de manera que el colchón resultaba demasiado blando","",
"Anonymous","Italy","Couple","7.9","Good","14 August 2013","I stayed in this hotel with my sister (17 years) for four
nights. The property is located eight / ten minute walk from the metro
and fifteen from the nearest bus stop direct
airport. The hotel is modern, our rooms There
very big, but clean and well furnished. The front desk staff is
This 24/24 h, speaks fluent English and is extremely
helpful and friendly.","The only small faults we found were the lack of
a system of ventilation (window or fan) in the bathroom and channels
television only in German.","","Ho soggiornato in questo hotel con mia sorella (17 anni) per quattro
notti. La struttura si trova a otto/dieci minuti a piedi dalla metro
più vicina e quindici dalla fermata degli autobus diretti
all'aeroporto. L'albergo é moderno, la nostra camere Non non
molto grande, ma pulita e ben arredata. Lo staff della reception é
presente 24/24 h, parla correntemente inglese ed é estremamente
disponibile e cordiale.","Le uniche piccole mancanze che abbiamo riscontrato sono la mancanza di
un sistema di aerazione (finestra o ventola) in bagno e I canali
televisivi unicamente in tedesco.","",
"Anonymous","Germany","Couple","6.3","Pleasant","6 October 2014","","","","","","",
"Anonymous","Italy","Solo traveller","10","Exceptional","5 October 2014","","","","","","",
"Anonymous","Russia","Solo traveller","10","Exceptional","5 October 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","4 October 2014","","","","","","",
"Anonymous","Hungary","Couple","9.2","Superb","2 October 2014","","","","","","",
"Anonymous","Latvia","Solo traveller","7.9","Good","1 October 2014","","","","","","",
"Anonymous","Spain","Solo traveller","5.8","Okay","30 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","9.2","Superb","29 September 2014","","","","","","",
"Anonymous","Germany","Group of friends","5.8","Okay","24 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","5.8","Okay","18 September 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","17 September 2014","","","","","","",
"Anonymous","Russia","Solo traveller","7.5","Good","17 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.5","Good","14 September 2014","","","","","","",
"Anonymous","Germany","Couple","9.6","Exceptional","7 September 2014","","","","","","",
