"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Germany","Couple","7.5","Good","28 April 2014","","That Internet in a standard room was not included ...","","","Dass Internet im Standardzimmer nicht inbegriffen war...","",
"Anonymous","Netherlands","Family","10","Exceptional","27 April 2014","Beautiful building, well maintained, room comfortable, knowledgeable and very friendly staff, good transport links (bus and tram) to Alexanderplatz.","No basic meal in the hotel available. However, extensive menu, not for everyone's taste.","","Mooi gebouw, uitstekend onderhouden, kamer comfortabel, deskundig en zeer vriendelijk personeel, goede verbindingen (bus en tram) met Alexander Platz.","Geen basic maaltijd in hotel verkrijgbaar. Wel uitgebreid menu, niet voor ieders smaak.","",
"Anonymous","Spain","Couple","8.3","Very good","27 April 2014","The silence, despite being a huge hotel.
Breakfast: plentiful with quality products.
The service in general.","The room and bathroom a bit small.
The price per day internet (12 €) and the response of the receptionist who intended us to talk us (in English, I suppose) with the company that provides internet to resolve the complaint that the documents fell very slowly. That, paying us ...","","El silencio, a pesar de ser un hotel enorme. 
El desayuno: abundante y con productos de calidad.
El servicio en general.","La habitación y el baño un poco pequeños. 
El precio por día de internet (12€) y la respuesta del recepcionista que pretendía que habláramos nosotros (en inglés, supongo) con la empresa que les proporciona internet, para resolver la queja de que los documentos bajaban muy lentamente. Eso, pagando nosotros...","",
"Anonymous","Italy","Group of friends","7.9","Good","25 April 2014","","Italian interlocutor. Lack of free wifi","","","Interlocutore italiano. Mancanza di wifi gratuito","",
"Anonymous","Germany","Couple","7.9","Good","24 April 2014","Size of the rooms, room before the agreed check-in ready","","","Größe des zimmers, zimmer bereits vor vereinbartem check-in bezugsfertig","","",
"Anonymous","Spain","Couple","8.8","Fabulous","23 April 2014","Near the bus line 200 and Alexanderplatz. Beds comfortable and very clean.","The breakfast price I find excessive.","","Cerca de la línea de bus 200 y de Alexanderplatz. Camas cómodas y todo muy limpio.","El precio del desayuno lo encuentro excesivo.","",
"Anonymous","Spain","Couple","7.9","Good","22 April 2014","Clean, quiet, space. Near Alexander Platz.","Breakfast expensive.","","Limpieza, tranquilidad, espacio. Cerca de Alexander Platz.","Desayuno caro.","",
"Anonymous","Italy","Group of friends","9.2","Superb","21 April 2014","very nice room, clean and spacious. hotel is very well connected to the center.","","","stanza molto bella, pulita e spaziosa. hotel collegato molto bene al centro.","","",
"Anonymous","Italy","Couple","5.4","Passable","20 April 2014","","is not up to a 4 star superior","","","non è all'altezza di un 4 stelle superiore","",
"Anonymous","Taiwan","Group of friends","6.3","Pleasant","17 April 2014","Hearty breakfast, a good place to stay Oh!","","","早餐豐盛,住宿地點不錯喔!","","",
"Anonymous","Switzerland","Couple","7.1","Good","15 April 2014","Clean and comfortable.
- Perfect bed and nice design of the room.","The room had no bathtub while it was on the reservation (after complaint complies room when booking).
- Access code Wifi given were wrong. It was necessary to call every day to get a password.",""," Chambre propre et confortable.
- Lit parfait et joli design de la chambre."," La chambre n'avait pas de baignoire alors que celle-ci figurait sur la réservation (après réclamation chambre conforme à la réservation).
- Les code d'accès Wifi donnés étaient erronés. Il fallait donc chaque jour téléphoner pour obtenir un mot de passe.","",
"Anonymous","Germany","Couple","7.5","Good","15 April 2014","Check-in was possible already at 11.00 clock","Prices for breakfast completely covered,
Missing magnifying mirror in the bathroom, too little counter space in the bathroom, not for hanging in the bathroom","","Zimmerbezug war bereits um 11:00 Uhr möglich","Preise fürs Frühstück völlig überzogen,
Fehlender Vergrößerungsspiegel im Bad, viel zu wenig Ablagefläche im Bad, keine Aufhängemöglichkeiten im Bad","",
"Anonymous","Germany","Couple","7.9","Good","14 April 2014","Kettle, coffee and tea, as well as cooling compartment at leisure on the room","very high breakfast and Wi-Fi costs","","Wasserkocher, Kaffee und Tee, sowie Kühlfach zur freien Verfügung am dem Zimmer","sehr hohe Frühstücks- und WLAN-Kosten","",
"Anonymous","Germany","Couple","7.5","Good","13 April 2014","clean
friendly staff","no free wifi in 4-star hotel","","sauber
freundliches Personal","kein kostenloses wlan in 4-Sterne hotel","",
"Anonymous","Germany","Solo traveller","7.9","Good","13 April 2014","","WLan only for a fee.","","","WLan nur gegen Gebühr.","",
"Anonymous","Germany","Family","10","Exceptional","9 April 2014","Very friendly, always courteous staff.","","","Sehr freundliches, immer zuvorkommendes Personal.","","",
"Anonymous","Germany","Couple","6.3","Pleasant","8 April 2014","Rich breakfast buffet,
Friendly staff, mini bar stood for cooling your own beverages available!","Room was quite dusty, very fluffy towels, hair dryer not particularly Leisungsstark","","Reichhaltiges Frühstücksbüffet, 
Freundliches Personal, Minibar stand zur Kühlung eigener Getränke zur Verfügung!","Zimmer war recht staubig, Handtücher sehr fusselig, Haarföhn nicht besonders Leisungsstark","",
"Anonymous","Germany","Solo traveller","9.5","Exceptional","5 April 2014","","despite late check-out time on 18h 14h closed against the staff room on (of course apologized immediately) because the extension was apparently not communicated.","","","trotz Verlängerung der Check-Out-Zeit auf 18h schloss Personal gegen 14h das Zimmer auf (entschuldigte sich natürlich sofort), da die Verlängerung scheinbar nicht kommuniziert war.","",
"Anonymous","Germany","Couple","7.5","Good","29 March 2014","Comfortable layout large bed big TV mini fridge kettle good toilet and bathroom. Gave me an unforgettable journey.","There is no free Wi-Fi","","舒适的布局 大床 大电视 小冰箱 热水壶 好的卫生间 和 浴室。给了我一次难忘的旅途。","没有免费Wi-Fi","",
"Anonymous","Germany","Couple","7.9","Good","26 March 2014","Good location, very clean, friendly staff","First night was a double room set with two single beds due to overbooking, the weitren nights but then a room booked double bed. Breakfast too expensive. No free Wi-Fi.","","Gute Lage, sehr sauber, freundliches Personal","Erste Nacht wurde ein Doppelzimmer mit zwei Einzelbetten gestellt wegen Überbuchung, die weitren Nächte dann aber ein Zimmer mit dem gebuchten Doppelbett. Frühstück viel zu teuer. Kein kostenfreies WLAN.","",
"Anonymous","Switzerland","Couple","10","Exceptional","25 March 2014","","a bit 'expensive breakfast","","","un po' care le colazioni","",
"Anonymous","Spain","Family","7.5","Good","25 March 2014","Situation","Wifi only available upon payment - is not normal","","Situacion","Wifi solo disponible bajo pago - no es lo normal","",
"Anonymous","Germany","Couple","7.5","Good","23 March 2014","Good location at Alexanderplatz, nice rooms, very good, varied breakfast","Wi-Fi and parking is very expensive","","Gute Lage beim Alexanderplatz, schöne Zimmer, sehr gutes, vielseitiges Frühstück","WLAN und Parken ist sehr teuer","",
"Anonymous","Germany","Couple","7.9","Good","23 March 2014","","No enclosed bath, vanity open to the room!","","","Kein abgeschlossenes Bad, Waschtisch offen zum Zimmer!","",
"Anonymous","France","Couple","9.6","Exceptional","21 March 2014","Proximity to transport and Alexander Platz
Cleanliness
The calm","","","La proximité des transports et de la place Alexander Platz
La propreté
Le calme","","",
"Anonymous","Sweden","Couple","9.6","Exceptional","19 March 2014","Nice hotel, good information, friendly staff.","The reading light was too weak","","Trevligt hotell, bra information, vänlig personal.","Läslampan var för svag","",
"Anonymous","Germany","Couple","9.2","Superb","18 March 2014","The rooms are beautiful.","","","Die Zimmer sind wunderschön.","","",
"Anonymous","Germany","Solo traveller","5.8","Okay","17 March 2014","nice sauna
- Nice rooms
- Good location","unfriendly, uncooperative front desk staff",""," schöne Sauna
- schöne Zimmer
- gute Lage"," unfreundliches, unkooperatives Personal an der Rezeption","",
"Anonymous","Germany","Couple","9.2","Superb","16 March 2014","","Breakfast service was very lame. Overall, too expensive for the egg dishes","","","Service beim Frühstück war sehr lahm. Insgesamt für die Eierspeisen zu teuer","",
"Anonymous","Switzerland","Couple","9.2","Superb","14 March 2014","","No wireless or just via Checkout","","","Kein WLAN bzw nur per Kasse","",
"Anonymous","Italy","Couple","9.6","Exceptional","13 March 2014","room, cleanliness, breakfast, location","no free wi fi","","camera, pulizia, colazione, posizione","no free wi fi","",
"Anonymous","Turkey","Solo traveller","4.2","Disappointing","13 March 2014","The breakfasts were lovely","A few years ago I was staying for the ITB. Trade -Hotel Transfers from the hotel to the fair this time we were taken very güzeldi.ancak but have not brought back. However, at 17.00 would receive. I guess the service was illegal. Döndük.oda by taxi to the hotel for two days in bed is a small bed for Unified ayrılıyor.buklet from each other fill material was years ediyor.kalkal whereas it continues. However, if they are charged so much essential renovations.","","Kahvaltıları güzel","Birkaç yıl önce ITB için konaklamıştım. Fuar -Otel Transferleri gayet güzeldi.Ancak bu sefer otelden fuara götürüldük ancak geri getirilmedik. Halbuki saat 17.00 de alacaklardı. Sanırım kaçak servis imiş.  İki gün Otele Taksi ile döndük.Odalardaki yataklar Birleştirilmiş küçük yatak olduğu için birbirinden ayrılıyor.Buklet malzemeleri doldurmalı halde devam ediyor.Kalkalı yıllar oldu halbuki. Ancak bu kadar ücret alıyorlarsa Renevasyon şart.","",
"Anonymous","Switzerland","Group of friends","7.5","Good","12 March 2014","","W-lan charge. Slow Internet.","","","W-lan kostenpflichtig. Langsames Internet.","",
"Anonymous","Italy","Solo traveller","9.6","Exceptional","11 March 2014","almost everything: cleaning, hearty breakfast, the location, the quality / price ratio","forget someone who speaks Italian","","quasi tutto: la pulizia, la ricca colazione, la posizione,  il rapporto qualità/prezzo","scordatevi che qualcuno parli italiano","",
"Anonymous","Netherlands","Couple","8.3","Very good","8 March 2014","helpfulness of staff is excellent. Good occupation, fast and friendly.","","","behulpzaamheid personeel is uitstekend. Goede bezetting, snel en vriendelijk.","","",
"Anonymous","Germany","Solo traveller","5.4","Passable","7 March 2014","","unkempt staff, high fees, long waits at the front desk, shabby room","","","ungepflegtes Personal, hohe Parkgebühren, langes Warten an der Rezeption, abgewohnte Zimmer","",
"Anonymous","Germany","Couple","8.8","Fabulous","5 March 2014","Small but fine wellness area","","","Kleiner, aber feiner Wellnessbereich","","",
"Anonymous","France","Couple","7.5","Good","4 March 2014","Breakfast was great","","","Breakfast was great","","",
"Anonymous","Germany","Couple","7.1","Good","1 March 2014","","the room walls for a 4.5 star hotel badly battered (dirt strip of the suitcases) .....","","","die Zimmerwände sind für ein 4,5 Sterne Haus arg ramponiert (Schmutzstreifen von den Koffern).....","",
"Anonymous","Netherlands","Group of friends","7.9","Good","28 February 2014","Ligging hotel, comfort kamer.","No free wifi, temperature in the entire hotel (hallways, rooms) is too high.","","Ligging hotel, comfort kamer.","Geen gratis wifi, temperatuur in het gehele hotel (gangen, kamer) te hoog.","",
"Anonymous","Germany","Couple","7.1","Good","27 February 2014","Rich breakfast, well stocked bar. Good location.","Disturbing multiple demand whether it can be cleaned - and the most Checkouttag.","","Reichhaltiges Frühstück, gut sortierte Bar. Gute Lage.","Störende mehrfache Nachfrage ob gereinigt werden kann - und das am Checkouttag.","",
"Anonymous","Germany","Solo traveller","7.5","Good","27 February 2014","Breakfast was delicious and plentiful. Good location of the hotel","On my departure cleaning staff was from 9 clock in the morning by repeatedly knocking on my door to ask when can be cleaned. Very disturbing","","Frühstück war reichhaltig und lecker. Gute Lage des Hotels","An meinem Abreisetag wurde ab 9 Uhr morgens vom Reinigungspersonal mehrfach an meine Tür geklopft um nachzufragen wann gereinigt werden kann. Sehr störend","",
"Anonymous","Italy","Couple","5","Passable","26 February 2014","The logo of Leonardo da Vinci","Management obtuse and not inclined to welcome. Intransigence and
fussiness out of place especially for a 4 star hotel. Minibar empty
slow room service, hot water in slow motion, wifi fee (now
Hostels also give it for free) and even purchasing the service,
this is very slow and pay € 11.90. and trouble if something dirty Te ...
They charge you for the new, as if it were not for a hotel in the normal
exercise of its business, the clean what customers get dirty.
Hotel not recommended ... Nearby there are many other hotels with
same price but much more hospitable.","","Il logo di Leonardo da Vinci","Management ottuso e non propenso all'accoglienza. Intransigenza e
pignoleria fuori luogo specie per un hotel 4 stelle. Frigobar vuoto,
room service lento, acqua calda al rallentatore, wifi a pagamento (ormai
anche gli ostelli lo danno gratuitamente) e pur acquistando il servizio,
questo è lentissimo e lo paghi €11,90. e guai se sporchi qualcosa... Te
la fanno pagare per nuova, come se per un hotel non fosse nel normale
esercizio della propria attività il pulire ciò che I clienti sporcano.
Hotel sconsigliato... Nelle vicinanze ci sono tanti altri hotel con
stesso prezzo ma molto più ospitali.","",
"Anonymous","Germany","Couple","7.5","Good","25 February 2014","Location, rooms","Price Breakfast","","Lage, Zimmer","Preis Frühstück","",
"Anonymous","Germany","Couple","9.6","Exceptional","25 February 2014","Beautiful simple decor, very comfortable king size bed, large room, and everything you need, even an infrared lamp!","open bathroom, a bit noisy, right on the road","","Schöne schlichte Dekoration, sehr bequemes King-Size Bett, grosses Zimmer, und alles was man braucht, sogar eine infrarot Lampe!","offenes Bad, etwas laut, direkt an der Strasse","",
"Anonymous","Germany","Group of friends","8.8","Fabulous","14 February 2014","","Parking is very expensive.","","","Parkplatz ist sehr teuer.","",
"Anonymous","Germany","Couple","9.2","Superb","11 February 2014","The room is really great. I think the bed is the largest where I slept. All very clean and friendly staff.
Perfect for couples;-)","","","La habitación es realmente genial. Creo que la cama es la más grande donde he dormido. Todo muy limpio y personal agradable.
Perfecto para parejas ;-)","","",
"Anonymous","Germany","Family","8.3","Very good","4 February 2014","","In the offer (description) in the Internet lacked Note on parking fees !!","","","Bei dem Angebot(Beschreibung) im Internet fehlte der Hinweis auf die Parkgebühren!!","",
"Anonymous","Spain","Couple","9.6","Exceptional","1 February 2014","The quality / price and the person you are recommending activities.","Nothing major","","La calidad/ precio y la persona que tienen para recomendar actividades.","Nada importante","",
"Anonymous","Germany","Couple","9.6","Exceptional","22 January 2014","Generally the room; also the very good breakfast and very friendly staff; the whole hotel is very clean and has a very good location (10 min walk to Alex + tram right outside the hotel)","The deluxe room had not indicated as a bath in the book! As compensation, but the shower was very large, clean and well maintained.","","Generell das Zimmer; außerdem das sehr gute Frühstück und das äußerst freundliche Personal; das ganze Hotel ist sehr sauber und hat eine sehr gute Lage (10 min zu Fuß zum Alex + Straßenbahn direkt vor dem Hotel)","Das Deluxe-Zimmer verfügte nicht wie in der Buchung angegeben über eine Badewanne! Als Entschädigung dafür war aber die Dusche sehr groß, sauber und gepflegt.","",
"Anonymous","Italy","Group of friends","6.7","Pleasant","22 January 2014","The hotel is very nice, nice and moderno.Consiglio to book
type of deluxe room: The room is larger than the
standard and includes wi fi.","The gentleman at the front desk was very polite and professional while
blonde young lady at the reception was very acid and unfriendly.","","L'hotel è molto carino, curato e moderno.Consiglio di prenotare la
tipologia di camera deluxe: la camera é più grande rispetto alla
standard ed include anche wi fi.","Il signore alla reception era molto gentile e professionale mentre la
signorina bionda della reception era acidissima e scostante .","",
"Anonymous","Germany","Couple","8.8","Fabulous","22 January 2014","great room
-good location
- Very good price - performance ratio","Staff seemed annoyed
- Staff did not seem interested at the inn and reeled merely the memorized Flosskeln from","","tolles Zimmer
-gute Lage
- sehr gutes Preis - Leistungs Verhältnis"," Personal wirkte genervt
- Personal wirkte nicht am Gast interessiert und spulte bloss die auswendig gelernten Flosskeln ab","",
"Anonymous","Germany","Couple","9.6","Exceptional","10 January 2014","not far from Alexanderplatz
-very nice staff
find -easy
-problemloses, Express check in","the high price for parking","","nicht weit vom Alexanderplatz
-sehr nettes Personal
-einfach zu finden
-problemloses, schnelles einchecken","der hohe Preis fürs parken","",
"Anonymous","Germany","Group of friends","9.2","Superb","25 December 2013","Very clean and modern rooms
Class access to public areas. Transportation
-Zuvorkommendes Staff","Breakfast too expensive","","Sehr saubere und moderne Zimmer
-Klasse Anbindung an öff. Verkehrsmittel
-Zuvorkommendes Personal","Frühstück zu teuer","",
"Anonymous","Germany","Couple","8.3","Very good","15 December 2013","The rooms are very nicely decorated and very clean","The reception is not very welcoming and the reception staff could be more friendly and smile sometimes.","","Die Zimmer sind sehr schön eingerichtet und sehr sauber","Der Rezeption ist nicht besonders einladend und das Personal an der Rezeption könnte etwas freundlicher sein und auch mal lächeln.","",
"Anonymous","Germany","Couple","10","Exceptional","14 December 2013","A hotel for feeling well.
I can not fault
 say.
This hotel I would book again.
Well, that's close to Alex and transport links.","","","Ein Hotel zum Wohlfühlen.
Ich kann nichts Negatives
 sagen.
Dieses Hotel würde ich wieder buchen.
Gut ist die Nähe zum Alex und die Verkehrsanbindung.","","",
"Anonymous","Germany","Solo traveller","7.9","Good","14 December 2013","Breakfast
Comfortable, clean and quiet rooms
Location","","","Frühstück
Komfortable, saubere und ruhige Zimmer
Lage","","",
"Anonymous","Denmark","Couple","10","Exceptional","8 December 2013","","The service at the bar in the evening was beneath contempt.","","","Betjeningen i baren om aftenen var under al kritik.","",
"Anonymous","Germany","Couple","9.6","Exceptional","5 December 2013","Excellent staff always approachable. Perfect sound insulation and air conditioning.","Parking on individual hours around scarce.","","Exzellentes Personal stets ansprechbar. Perfekte Schallisolation und Klimatisierung.","Parkplätze zu einzelnen Stunden in der Umgebung knapp.","",
"Anonymous","Italy","Couple","9.2","Superb","3 December 2013","and spacious rooms with modern furnishings and comfortable","wi-fi for a fee","","stanze ampie e arredi moderni e confortevoli","wi-fi a pagamento","",
"Anonymous","Netherlands","Solo traveller","8.3","Very good","29 November 2013","Clean, fresh and modern rooms. Friendly staff.","No free Wifi. Breakfast too expensive.","","Schone, frisse en moderne kamers. Vriendelijk personeel.","Geen gratis Wifi. Ontbijt veel te duur.","",
"Anonymous","Italy","Couple","7.5","Good","23 November 2013","The room was clean and comfortable, the bed comfortable, the staff were polite and efficient. The possibility of being able to make a tea room, the presence of vending machines at an affordable price.","The lack of free wifi.","","La camera pulita e confortevole, il letto comodo, il personale educato e efficiente. La possibilità di potersi fare un tè in camera, la presenza di distributori automatici a un prezzo abbordabile.","L'assenza di una connessione wifi gratuita.","",
"Anonymous","Germany","Solo traveller","4.2","Disappointing","23 November 2013","Not much. At best, the very lush water jet in the Ducsch","Endless corridors to the room. The staff at Emnpfang friendly. The bar staff are also friendly but overly personal.
Breakfast ok. However, the waitress with one and the same cloth over and over again washed all tables. The cloth was not cleaned. In the toilet goes after a few minutes the light. Nice to have then someone comes in and the lights go on again. When off look very annoyed unproffesionelles staff that looks after other guests, shaking his head and bleating.","","Nicht viel. Bestenfalls der sehr üppige Wasserstrahl in der Ducsch","Endlose Gänge zum Zimmer. Das Personal am Emnpfang freundlich. Das Personal an der Bar ebenfalls freundlich aber übertrieben persönlich. 
Frühstück ganz ok. Allerdings wusch die Servicekraft mit ein und dem selben Lappen alle Tische immer und immer wieder. Gesäubert wurde der Lappen nicht. In der Toilette geht nach wenigen Minuten das Licht aus. Schön wenn dann jemand reinkommt und das Licht wieder angeht. Beim Aus-Checken sehr genervtes unproffesionelles Personal, dass anderen Gästen kopfschüttelnd und meckernd hinterherschaut.","",
"Anonymous","Germany","Solo traveller","7.1","Good","23 November 2013","Nettes Staff","Fitness rather nix","","Nettes Personal","Fitness eher nix","",
"Anonymous","Austria","Couple","9.6","Exceptional","16 November 2013","very, very friendly and eager staff, especially the breakfast service, very good location, all the & quot; attractions & quot; very easy to reach with public transportation to recommend courtyard room.","","","sehr, sehr freundliches und bemühtes Personal, vor allem im Frühstückservice, sehr gute Lage, alle "Attraktionen" sehr einfach mit den Öffentlichen zu erreichen, Innenhofzimmer zu empfehlen.","","",
"Anonymous","Germany","Solo traveller","5.8","Okay","9 November 2013","Actually, nothing!","No minibar available restaurant- closed after 22 clock. No way to get something to eat. Cleanliness in detail unsatisfactory!","","Eigentlich nichts !","Keine Minibar vorhanden -Restaurant nach 22 Uhr geschlossen. Keine Möglichkeit etwas zum Essen zu bestellen. Sauberkeit im Detail unbefriedigend !","",
"Anonymous","Germany","Solo traveller","7.5","Good","5 November 2013","The hotel and the rooms are up to modern standards","As a service and service-oriented hotel no free wifi is bad ..
but can be changed and the hotel would be absolutely great!","","Das Hotel und die Zimmer sind auf modernen Standard","Als Service und Dienstleistungs orientiertes Hotel kein kostenloses Wlan ist mies..
kann aber geändert werden und das Hotel wäre absolut top!","",
"Anonymous","Sweden","Family","9.2","Superb","5 November 2013","Serviceminded staff and informative about issues other than login.","","","Serviceminded personal och informativa om andra frågor än login.","","",
"Anonymous","Switzerland","Group of friends","7.5","Good","4 November 2013","Sonst tip top.","We were woken early on departure 2 times on the morning of Putzsevice, and was pointed harshly if we disturb that, we should not disturb card on the door hängen.Dies was around 9 Uhr.Evt.bessere for communication betw. Reception and Putzekipe.","","Sonst tip top.","Das wir am Abreisetag 2 mal am Morgen vom Putzsevice früh geweckt  worden sind, und schroff hingewiesen worden, wenn uns das stört, sollten wir die nicht stören Karte an die Tür hängen.Dies war um 9 Uhr.Evt.bessere Komunikation zw. rezeption und Putzekipe.","",
"Anonymous","Germany","Couple","10","Exceptional","3 November 2013","Immaculate Condition, very friendly staff.","Nothing.","","Einwandfreier Zustand, sehr freundliches Personal.","Nichts.","",
"Anonymous","Finland","Couple","5.8","Okay","2 November 2013","","The hotel was made tuoplabuukkauksen and it took a while before the month we got a room. ISO minus.","","","Hotelli oli tehnyt tuoplabuukkauksen ja meni hetki ennen kuun saimme huoneen.  ISO miinus.","",
"Anonymous","France","Couple","9.2","Superb","30 October 2013","Excellent bedding and soundproofing the room","Incovenient no material between the bedroom and the bathroom = & gt separation; we wake up together when going to the toilet","","Excellente literie et insonorisation de la chambre","Un petit inconvénient pas de séparation matérielle entre la chambre et la salle de bain => on réveille l'autre lorsqu'on se rend aux toilettes","",
"Anonymous","Italy","Couple","5.8","Okay","29 October 2013","Cleanliness of the room.
The location (near the center).","Lack of wifii free.
Noise level due to the front of the church.
Mini-bar empty.
Some members of staff not friendly.","","Pulizia della camera.
La posizione (vicino al centro).","Mancanza di wifii gratuito.
Rumorositá dovuta alla chiesa antistante.
Frigo bar vuoto.
Alcuni membri dello staff non gentili.","",
"Anonymous","Germany","Couple","10","Exceptional","29 October 2013","good quality, freud Royal staff, good location","Delivery loud morning at 6h","","gute Ausstattung, freudliches Personal, gute lage","laute Anlieferung morgens um 6h","",
"Anonymous","Germany","Couple","7.5","Good","27 October 2013","The location","The booking was indeed confirmed, however, not taken into account because of an error in transmission of credit card information in the hotel, (without feedback!) - Was only by chance that had a room available!","","Die Lage","Die Buchung wurde zwar bestätigt, jedoch wegen eines Übermittlungsfehlers der Kreditkartendaten im Hotel nicht berücksichtigt, (ohne Rückmeldung !) - Nur durch Zufall war noch ein Zimmer frei!","",
"Anonymous","Italy","Group of friends","7.9","Good","24 October 2013","The position and 'very good close to Alexander platz, clean rooms, very nice, with a nice design.la My room was large.","There is no door separating the bedroom and bathroom, bathroom percio'il It is a slightly uncomfortable.","","La posizione e' ottima vicino ad Alexander platz,camere pulite, molto carine, con un bel design.la Mia camera era ampia.","Non c'e la porta che separa camera da letto e bagno,percio'il bagno e'un po'scomodo.","",
"Anonymous","Germany","Family","10","Exceptional","24 October 2013","The occurrence of the employees at the transfer of our hotel room on site.","","","Das Auftreten der Mitarbeiter bei der Umbuchung unseres Hotelzimmers vor Ort.","","",
"Anonymous","Germany","Couple","7.1","Good","23 October 2013","Good value for money","Beds were not really convenient, especially when a so-called double bed constantly slipping apart in the middle.","","Gutes Preis-Leistungsverhältnis","Betten waren nicht wirklich bequem, vor allem wenn ein sogenanntes Doppelbett ständig in der Mitte auseinanderrutscht.","",
"Anonymous","Austria","Couple","10","Exceptional","22 October 2013","sehr netted Bar-Personal","paid WiFi in the room","","sehr nettes Bar-Personal","kostenpflichtiges WLan am Zimmer","",
"Anonymous","Germany","Couple","8.8","Fabulous","21 October 2013","The staff is very friendly and accommodating.
The rooms are very large","The sauna area is not very appealing","","Das Personal ist sehr freundlich und zuvorkommend.
Die Zimmer sind sehr groß","Der Saunabereich ist nicht sehr ansprechend","",
"Anonymous","Denmark","Couple","7.5","Good","20 October 2013","professional staff
fine breakfast table
good beds - everything worked in the bathroom
tram nearby and fairly close to Alexanderplatz","a very large hotel with many guests and very long times -
mini bar was off","","professionelt personale 
fint morgenbord
gode senge - alt fungerede på badeværelset
sporvogn i nærheden og ret tæt på Alexander Platz","et meget stort hotel med rigtig mange gæster og meget lange gange -
minibaren var slukket","",
"Anonymous","Germany","Group of friends","10","Exceptional","20 October 2013","very friendly and helpful staff!","","","sehr freundliches und hilfsbereites Personal !","","",
"Anonymous","Netherlands","Couple","9.6","Exceptional","16 October 2013","Breakfast was excellent.
Friendly staff, still speak both English and German.","","","Ontbijt was uitstekend.
Vriendelijk personeel, speken zowel Engels als Duits.","","",
"Anonymous","France","Solo traveller","9.6","Exceptional","16 October 2013","Comfort of the room and all
Pleasing aesthetics
The reception
LOCATION near ALEXANDERPLATZ
Home integrated tourism very informative, attentive and efficient person (you can take the museum pass, transport, ....)","The surrounding area is quite cold, no shops, no street life ...
The hotel building is large and austere but the inside is very warm!","","Grand confort de la chambre et de l'ensemble
Esthétique soignée
L'accueil
LOCALISATION  proche ALEXANDERPLATZ
Accueil tourisme intégré très documenté, personne attentive et efficace (on peut prendre les pass musées, transports,....)","Le quartier environnant est assez froid, sans commerces, sans vie de quartier...
Le bâtiment de l’hôtel est grand et austère mais l'intérieur est très chaleureux!","",
"Anonymous","Germany","Couple","5.6","Okay","16 October 2013","","The hotel was overbooked we were only after a night in a hotel alternative for Back Route Leonardo.","","","Das Hotel war überbucht wir konnten erst nach einer Übernachtung in einem Ausweichhotel zürück zum Leonardo.","",
"Anonymous","Denmark","Couple","10","Exceptional","15 October 2013","Fint staff
Since morgen buffet","","","Fint personale
Fin morgen buffet","","",
"Anonymous","Italy","Couple","7.5","Good","10 October 2013","Location 10 minutes from Alexanderplatz and Museuminsiel","Staff not always helpful and courteous. Parking lot with a few cars","","Posizione a 10 minuti da Alexanderplatz e Museuminsiel","Staff non sempre cortese e disponibile. Parcheggio con pochi posti auto","",
"Anonymous","Switzerland","Couple","9.6","Exceptional","9 October 2013","The hotel offers discreet solidity. It features a spa, a bar and a restaurant. The reception is manned around the clock and the staff are very friendly. The case can be adjusted. You can choose between a smoking and a Non smoking room. In the room there was a kettle with tea. The bathroom was very modern in design and had an exceptionally generously sized shower cubicle. The fan made sure that the mirror is not started off well with copious showers and a heat lamp provided as needed for comfort. To protect the environment still hanging towels were not actually changed. You could check out to 12 clock.","We could only check in by 15 clock. The WiFi is only free for members (it was down but a few computer stations). After a night out we forgot the & quot; Do not disturb & quot; hanging sign on the door and were awakened at 8:20 by a loud rumbling clock on the door. The price of EUR 19 has prevented us from taking breakfast at the hotel. The blankets were for us a little short.","","Das Hotel besticht durch diskrete Gediegenheit. Es verfügt über ein Spa, eine Bar und ein Restaurant. Die Rezeption ist rund um die Uhr besetzt und die Angestellten sind sehr freundlich. Die Koffer können eingestellt werden. Man kann wählen zwischen einem Raucher- und einem Nichtraucherzimmer. Auf dem Zimmer gab es einen Wasserkocher mit Tee. Das Bad war sehr modern designed und hatte eine aussergewöhnlich grosszügig geschnittene Duschkabine. Der Ventilator sorgte dafür, dass der Spiegel auch bei ausgiebigem Duschen nicht anlief und eine Wärmelampe sorgte bei Bedarf für Behaglichkeit. Zur Schonung der Umwelt wurden die noch aufgehängten Handtücher tatsächlich nicht ausgewechselt. Man konnte bis 12 Uhr auschecken.","Wir konnten erst um 15 Uhr einchecken. Das WiFi ist nur für Mitglieder kostenlos (es gab unten aber ein paar Computerstationen). Nach einer durchtanzten Nacht haben wir vergessen, das "Bitte nicht stören"-Schild an die Tür zu hängen und wurden um 8.20 Uhr durch ein lautes Poltern an die Tür geweckt. Der Preis von EUR 19 hat uns davon abgehalten, das Frühstück im Hotel einzunehmen. Die Bettdecken waren für uns ein wenig zu kurz.","",
"Anonymous","Finland","Couple","5","Passable","9 October 2013","Location and Maps!","The sheets had black hair. In addition, the walls and the curtains were dirty. The room had too much stuff compared to the size. Gym did not meet expectations.","","Sijainti ja kulkuyhteydet!","Lakanoissa oli mustia hiuksia. Lisäksi seinät ja verhot olivat likaisia. Huoneessa oli liikaa tavaraa kokoon nähden. Kuntosali ei täyttänyt odotuksia.","",
